,弹幕
1,《关于我们认识2-3个月发生关系之后这件事》
2,惊！零零后至今无人活过二十二岁
3,好家伙，186%的男生，里面多少弯的
4,击    股    为    号
5,所以说有些职场问题真实存在
6,她们不会脸红，只会更加兴奋！
7,完了，看来我一生就要结束了
8,还有15%的人死不承认(doge）
9,完了，我快2000次了我才二十多岁吧
10,？？？？？？？？
11,一巴掌过去不就红了
12,棍勇直呼内行-每天例行
13,表达什么？直接上啊！
14,广东？哈哈哈哈哈哈哈
15,糟糕的播放量
16,我有一个朋友想看
17,。。。。。。
18,1.6
19,？？？？？？？？
20,一生？才2000？
21,家庭暴力 指被老婆拖进房间？
22,？？？？？？？？？？？
23,啊这 交公粮
24,被发现了
25,哥还在发育中
26,淑女们好
27,1
28,1
29,老
30,学死的
31,这在18岁时可太弱了。。
32,才两千次？
33,不可能，至少加个0
34,？？
35,巷战
36,我去，这是我没想到的
37,那它不累吗
38,还没有尺子长
39,过了，但没完全过了
40,无中生友
41,好家伙江苏
42,太短了
43,一个都做不了的路过
44,对不起
45,我不配
46,体重50kg，从初中到大学都没怎么变
47,那个我很善良的别走，我要确认下
48,2
49,厨房
50,好低啊!
51,?开幕被弹幕暴击了
52,我跟男朋友3年。。。我才决定 后来结婚了
53,真好，中考体育不满分
54,我十九已经过完一生了吗
55,1
56,？？才一米六。。？
57,人在四川，刚买房
58,1
59,刚 刚 好
60,不想回答
61,真实
62,wdf
63,搭帐篷是啥
64,爷二十四个
65,好家伙，吓得我把我爸我妈一起拉过来了
66,好家伙
67,芜湖
68,赘 婿
69,我的是在车祸现场doge
70,这个在中考算零分
71,谁能告诉我拉伸是什么意思
72,哈哈哈哈哈哈哈哈哈哈
73,借你吉言
74,离谱
75,？？？？？？不可能这么短吧！
76,四川耙耳朵直呼内行
77,？
78,0.45个
79,好短
80,淑女来了
81,搭帐篷是什么？？
82,啊这个我知道。笑死了。
83,我俩23谈了一年了还没…
84,30岁无存款的瑟瑟发抖
85,？？？
86,一年2000次差不多
87,啊这，那我早就用完了
88,直接上，哪那么麻烦
89,我跟我女朋友在一起第二天就做了!
90,说实话，我对象给我量的，我贡献了7CM
91,厨房！yyds
92,？？？
93,1
94,巧了我这41.8没我
95,建   议   带   上   家   长    一   起   观   看
96,我感觉四川人是爱买房子
97,笑死，13岁，176
98,1
99,我是教室
100,不信谣，不传谣
101,现实中的陌生人是男性？
102,172的女生笑笑
103,难怪男生追三个月就放弃了
104,太矮了吧
105,这么小吗？不是18吗
106,节制一点吧
107,剩下百分之十五都是不承认
108,淑女们好
109,我一次没有咋办
110,我把你们裤子给蹬掉了
111,不抽烟，绝对不碰
112,1
113,原来我怎么长啊？
114,193不多说
115,刚过及格线
116,3哥是女生
117,不信谣不传谣
118,两个时辰
119,对不起，我拖后腿了
120,我喜欢泳池
121,初中男生4分20满分
122,初中考试，男生250CM满分，引体向上要十个
123,还真是
124,这个月平均我的蛋蛋都要给国家了
125,《无中生友》
126,2
127,?
128,一天最多8次的我还有救吗？
129,我不相信
130,六个
131,十一cm
132,不信谣，不传谣
133,？？
134,吾辈楷模
135,我想擦你
136,女SP们集合了
137,？
138,？？？？？
139,？？？？
140,？？？？？
141,哈哈哈
142,不信谣不传谣
143,认识两天怎么说这波操作
144,我四川人
145,我四川人
146,这么短
147,这么短?
148,这个41.8有水分，要么统计数据有问题，要么有很多人没说实话
149,不请自来
150,不信谣，不传谣
151,1米85，155斤路过
152,江苏这么高吗……
153,？累了，毁灭吧
154,没有经历，技巧好不了啊…
155,亚那拉一卡
156,呵呵那个说女生后悔更多的有数据吗？张嘴就来？拳师来错地了啊
157,哈哈哈哈哈哈哈哈哈哈哈哈哈
158,我的98210哪去了？
159,太低了………………
160,哈哈哈哈哈
161,哈哈哈哈哈哈哈哈哈哈
162,哈哈哈哈哈哈
163,我是那37.1中的一员
164,2000次？是谁拉低了我的数据？
165,这个是应得还是实得，要是应得我达标了
166,我在图书馆怎么说...
167,巷战
168,哥们180
169,才2000？
170,一天2000步，，，
171,超过了百分之百了大哥
172,我又拖中国男性的后退了
173,不信谣的传谣
174,？？？哦四川勒呢么喜欢买房？
175,165的我心伤了一下
176,？？？
177,千米跑步最快一次4分12秒
178,好嘛，跳远我只有185cm
179,10个轻松加愉快，15个略有喘气，20个差不多极限了
180,？？？
181,不信瑶，不传……不好意思走错了
182,16
183,？？？
184,不传谣不信谣
185,？？？00年调查的数据反应的不是00后的水平吧
186,1500……
187,哈哈哈哈哈哈哈哈哈
188,少了个0吧
189,？
190,哈哈哈，我16
191,就是为了生孩子而不是真的想干
192,1
193,我拖后腿了
194,男默女泪
195,？我咋没有
196,身体够虚
197,18时我能20+
198,1
199,我一千米3分28秒！
200,男女性遭遇家暴的数据差不多，女性多一点。
201,肘～进屋
202,赘婿
203,下次一定
204,我居然是吗7.4%
205,16岁，16个
206,不准
207,4个月了，也没有发生过什么
208,？？？
209,婚后，不对，生娃后，0
210,不愧是我
211,好家伙，野外
212,下次一定
213,满分的我笑笑
214,1
215,打五把CSgo才能表达对男生的爱
216,1
217,不造谣不传谣不信谣
218,？
219,2
220,？
221,这个选项你让我一个女生怎么选
222,第2001条弹幕
223,越来越短命了
224,逐渐遗忘自己刚开始在看什么
225,河南人口大省都比不过你们（doge）
226,？？？你特么这相加大于一百了啊
227,下次一定
228,225！！！女孩子1米5心酸
229,哇
230,66
231,？？
232,本人跳远两米五，一千米跑3分17秒，引体向上12个
233,这都是什么腊鸡
234,爷也是女的
235,我很想回答但我是个xx
236,我5个也不算拖后腿哦……
237,我17，已经一半了
238,过了
239,2
240,？？
241,1
242,草，兔子严重
243,好短
244,替我闺蜜问问
245,现实中的陌生人什么意思啊
246,牛逼
247,母胎13年的女孩子
248,2000工资
249,为什么我的首页会给我推这个
250,我给90后拖后腿了
251,好家伙
252,我老公竟然是这2.1%！
253,???
