,词语,次数
783,该是,79
1091,？？？？？,79
1299,一遍,79
2586,真是,79
3218,自律,79
9828,去除,79
1276,我会,78
219,上岸,77
693,英式,77
986,不可,77
992,新加坡,77
2806,只有,77
598,10,76
643,建议,76
663,水平,76
712,居然,76
2193,天开,76
2462,口语,76
2571,人间,76
4479,八嘎,76
334,没错,75
545,收藏夹,75
1230,每天,75
2331,上课,75
2738,世界,75
3078,想到,75
284,重要,74
580,最好,74
1109,作文,74
1229,不了,74
2599,成功,74
327,睡觉,73
329,文科,73
767,英文,73
1035,离谱,73
1595,完全,73
2664,想要,73
2745,同学,73
749,一般,72
1516,不过,72
798,标准,71
1243,学会,71
1727,一次,71
206,。。。。,70
2475,有用,70
3236,树林,70
1135,他们,69
26,600,68
112,上海,68
170,研究,68
1379,真好,68
2510,15,68
3607,失败,68
4269,哲学,68
1092,道理,67
1820,关注,67
2659,11,67
4589,不等,67
599,记得,66
1253,you,66
18,北大,65
162,两个,65
590,文化,65
1018,你好,65
1390,工作,65
3231,tm,65
7106,圣代,65
584,考生,64
785,以前,64
990,习惯,64
1718,大家,64
147,坚持,63
167,学院,63
735,英语老师,63
1357,脑子,63
2582,高三,63
2648,1111111,63
2649,111111,63
3370,不想,63
705,嘿嘿,62
717,英国,62
945,安妮,62
1431,100,62
1850,来看,62
2196,基本,62
2385,背单词,62
2448,意义,62
14559,竞赛,62
77,北京,61
883,认真,61
1089,正常,61
1140,文字,61
1512,一句,61
1524,过来,61
2695,bgm,61
923,为啥,60
1068,看看,60
1293,快乐,60
1451,多少,60
2270,中生,60
2653,BGM,60
2822,非常,60
4420,初二,60
7036,留学,60
11508,贴心,60
605,江苏,59
1424,看着,59
2223,成绩,59
2939,人类,59
3221,理想,59
182,外国,58
374,yyds,58
642,更好,58
779,字幕,58
2088,兴趣,58
3375,222,58
3988,关系,58
4495,三角,58
802,说话,57
1811,看完,57
3213,痛苦,57
4849,等式,57
1107,写作,56
1315,方程,56
2222,今天,56
3733,大师,56
6585,晚安,56
6766,看不懂,56
25,中考,55
866,干嘛,55
1163,容易,55
1166,社会,55
1275,热乎,55
1561,只能,55
2515,比较,55
3888,氧化,55
5285,不信,55
74,音乐,54
934,狗头,54
962,上学,54
1671,根号,54
3163,22222,54
53,必须,53
1158,普通话,53
1159,通话,53
1663,不住,53
1677,小姐,53
4567,日本,53
4848,不等式,53
4887,混子,53
7321,应届,53
28,师范,52
265,不多,52
1411,想起,52
3689,吼吼,52
5155,表白,52
10316,决心,52
341,就行了,51
702,美式,51
809,之前,51
1218,希望,51
1584,回来,51
1678,小姐姐,51
1869,下来,51
2184,好评,51
2281,app,51
4886,状态,51
5420,有钱,51
10915,咕噜咕噜,51
1093,可是,50
1396,呵呵,50
1576,好多,50
5207,打卡,50
32,冲冲,49
884,读书,49
1031,哪里,49
1528,不对,49
1931,几个,49
2214,睡着,49
2436,NB,49
2631,出题,49
15242,得得,49
120,心态,48
171,研究生,48
347,想学,48
400,特别,48
519,基础,48
708,认识,48
731,本人,48
998,老公,48
1776,本来,48
3283,20,48
3451,没了,48
6170,德语,48
97,只要,47
1442,后面,47
2051,主要,47
2137,竟是,47
2909,以后,47
5254,产生,47
16855,韦达,47
821,60,46
1271,还以,46
1352,时代,46
1695,经常,46
1944,肯定,46
3366,一种,46
7320,三方,46
7601,韩国,46
14,以上,45
954,是因为,45
1376,女朋友,45
1387,DNA,45
1809,竟然,45
2080,弟弟,45
2209,救命,45
3722,2222,45
3740,达到,45
4598,期末,45
7086,国家,45
19824,文字游戏,45
234,武汉,44
513,一本,44
1486,思维,44
1593,少年,44
2068,太好了,44
2332,看过,44
2508,90,44
3415,计算,44
142,人生,43
484,实验,43
572,心理,43
868,母语,43
1447,直呼,43
1849,晚上,43
1949,找到,43
1968,马上,43
2230,三个,43
2476,虽然,43
2685,没学,43
2719,woc,43
2730,有时,43
2846,百万,43
3150,还好,43
3844,里面,43
7105,代子,43
65,东北,42
88,500,42
98,错题,42
332,山东,42
937,安安,42
1042,其他,42
1070,终于,42
1171,hhh,42
1667,还行,42
2117,机壳,42
2152,词汇,42
2260,不够,42
2564,难受,42
2581,天天,42
3068,路过,42
3117,开头,42
3160,迷茫,42
3705,清楚,42
10856,新西兰,42
10857,西兰,42
83,华大,41
174,福建,41
697,对不起,41
844,有点像,41
919,好学,41
1336,18,41
1472,天才,41
1712,内容,41
2077,之一,41
2120,部分,41
2127,听到,41
2144,法语,41
2180,放弃,41
2285,看见,41
2438,系列,41
2511,14,41
2672,结果,41
2759,复习,41
2842,封面,41
2977,大佬,41
10334,成仙,41
208,满分,40
500,等等,40
799,中式,40
1051,情商,40
1669,有意,40
2115,雅思,40
2217,打开,40
3306,22,40
11249,俄语,40
73,浙江,39
82,清华大学,39
145,太多,39
154,人民,39
191,四川,39
306,或者,39
476,本科,39
657,成为,39
1465,兄弟,39
1675,之后,39
1786,过去,39
2921,？？？？？？,39
3729,不同,39
4293,进入,39
4402,哇哇,39
5541,台服,39
6616,本质,39
12179,卿卿,39
12441,工人,39
235,武汉大学,38
593,今年,38
1146,机会,38
1399,6666,38
1988,告诉,38
2016,教育,38
2339,投币,38
3365,像是,38
3445,222222,38
3735,除了,38
4234,第二,38
4264,文科生,38
5286,传谣,38
5629,经典,38
7357,应届生,38
47,580,37
808,区别,37
831,汉语,37
881,绝对,37
983,第一个,37
1323,发抖,37
1418,美女,37
1541,当时,37
2303,实话,37
3572,十分,37
4690,用来,37
5446,古惑,37
5518,名字,37
7016,广告,37
10314,下定,37
101,南大,36
269,医学,36
276,外语,36
641,别的,36
701,再见,36
823,而且,36
1206,适合,36
1734,有救,36
1937,条件,36
1976,一年,36
2240,改变,36
2563,说得好,36
2674,眼睛,36
3935,了解,36
5447,古惑仔,36
6808,没看,36
7342,就业,36
274,广东,35
696,粤语,35
752,一些,35
1226,不得,35
1286,刚刚,35
1295,好好看,35
1446,飞机,35
1573,逐渐,35
1922,气质,35
1956,随便,35
2114,不配,35
2186,试试,35
2417,大于,35
2603,每次,35
2618,王者,35
2718,卷子,35
3018,666666,35
3222,反弹,35
3756,哥哥,35
6613,巴拉,35
6787,大木,35
6983,人言,35
7913,缭乱,35
8544,积极,35
15887,abandon,35
10,550,34
59,120,34
236,自信,34
383,河北,34
1000,样子,34
1057,听出,34
1142,当然,34
1150,各位,34
1759,地方,34
1767,一百,34
2086,感兴,34
2087,感兴趣,34
2278,不让,34
2444,差不多,34
2544,准备,34
2809,才能,34
3808,初一,34
4055,自我,34
4414,背诵,34
6940,语法,34
10315,下定决心,34
50,还要,33
197,我爱你,33
319,一起,33
492,80,33
542,30,33
667,政治,33
724,分析,33
913,代表,33
980,有些,33
1448,内行,33
1633,未来,33
1755,有没有,33
2188,软件,33
2862,TM,33
3361,联考,33
4569,三角形,33
4570,角形,33
4907,me,33
4945,效率,33
6526,羡慕,33
7238,前方,33
15,一模一样,32
29,师范大学,32
216,理科,32
397,真不,32
571,中学,32
583,所有,32
764,地道,32
846,难道,32
1041,没人,32
1063,从小,32
1074,变成,32
1322,瑟瑟,32
1335,辅导,32
1444,玩手,32
1790,可怕,32
1800,好紧,32
2418,宝藏,32
2474,大二,32
2485,十天,32
3208,初中生,32
9380,表情,32
539,！！！！！！,31
1088,做到,31
1203,那些,31
1382,有味,31
1549,面积,31
1761,无情,31
2335,爸爸,31
2381,超级,31
2578,不在,31
2800,连了,31
2807,真正,31
2857,精神,31
3187,床上,31
3318,2222222,31
3324,思想,31
4001,吃饭,31
4090,哪个,31
4913,疾苦,31
5056,数学题,31
5074,rap,31
5184,笔记,31
5448,全场,31
5450,欢呼,31
6688,no,31
7114,调音,31
8557,选择题,31
14623,竞赛题,31
44,政法,30
286,新高,30
1644,不自,30
1657,家长,30
1868,看得,30
2155,不如,30
2171,试卷,30
2252,记住,30
2327,下去,30
2386,事情,30
2694,11111111,30
2760,以是,30
3228,感动,30
3596,至于,30
4477,勾股定理,30
4906,听歌,30
10265,先生,30
10868,澳洲,30
70,一中,29
71,师大,29
350,天都,29
768,来说,29
874,出去,29
1014,，，，,29
1047,不难,29
1136,不应,29
1185,决定,29
1467,代入,29
2009,影响,29
2113,没用,29
2158,麻烦,29
2165,浪费,29
2298,难度,29
2507,关键,29
2671,小说,29
2701,技能,29
2734,定要,29
2840,不算,29
3394,现实,29
3520,倍速,29
4601,平方,29
4870,健康,29
4960,姐妹,29
5070,科学,29
5449,全场欢呼,29
7012,语速,29
19354,略略,29
19472,积极性,29
19473,极性,29
38,科大,28
52,650,28
440,如何,28
472,记忆,28
574,压力,28
617,魔法,28
680,背景,28
694,外国人,28
739,得有,28
898,阅读,28
951,上面,28
961,如此,28
1005,必要,28
1236,哈哈笑,28
1380,津津,28
1381,津津有味,28
1817,奇怪,28
1895,小时候,28
2151,小丑,28
2257,得到,28
2269,高中生,28
2279,咋办,28
2326,不下,28
2788,不管,28
2837,退出,28
2965,6666666,28
3292,早上,28
3298,三天,28
3329,焦虑,28
3589,理学,28
4458,5,28
6928,热闹,28
7733,哦哦哦,28
11062,面试,28
12165,贝宁,28
14600,柯西,28
5,620,27
8,山大,27
24,实是,27
94,上去,27
124,科技,27
184,国语,27
803,注意,27
862,玩意,27
1204,要求,27
1416,数学老师,27
1562,点点,27
1599,进去,27
1709,做题,27
1792,明明,27
2149,衣服,27
2251,到底,27
2253,欢迎,27
2277,一步,27
2322,完美,27
2440,博士,27
2478,能用,27
2516,大哥,27
2530,左右,27
2561,打游戏,27
2710,开心,27
2794,正在,27
2955,女神,27
3541,两天,27
3747,死亡,27
4253,必修,27
4537,国外,27
5459,观止,27
5969,of,27
6896,十五,27
7191,amazing,27
7335,协议,27
7538,亲故,27
8546,一题,27
14937,metro,27
17077,professor,27
62,厦门,26
152,中国人民大学,26
155,人民大学,26
314,来得,26
458,放屁,26
475,信息,26
547,河南,26
1032,每个,26
1062,老子,26
1077,而已,26
1428,28,26
1789,这次,26
1891,24,26
2102,耳机,26
2201,大概,26
2366,没事,26
2390,比如,26
2611,芜湖,26
2731,有时候,26
2772,重复,26
2776,Lisa,26
3076,论文,26
3091,套路,26
3189,番茄,26
3288,舒服,26
3413,思考,26
3546,太棒,26
3593,不学,26
3605,电脑,26
3630,能力,26
3849,22222222,26
4194,，，,26
4497,函数,26
5458,叹为观止,26
5471,乌鸦,26
5705,慈悲,26
5908,高级,26
6488,不至于,26
6926,一来,26
7371,实习,26
8572,本校,26
9033,文学,26
10440,复试,26
14940,ketchup,26
18728,有余,26
35,工大,25
102,哈尔,25
103,哈尔滨,25
429,辈子,25
828,明显,25
900,出现,25
1192,第三,25
1670,有意思,25
1779,妹妹,25
1943,遇到,25
1964,别说,25
2084,静静,25
2181,有机,25
2284,后悔,25
2604,看书,25
2645,全部,25
3839,APP,25
4330,66666,25
4987,从来,25
5105,闹钟,25
5114,父母,25
5472,坐飞机,25
6444,电流,25
6706,女生,25
7901,阿卡,25
8686,及格,25
9046,天下,25
10389,活着,25
14252,卡子,25
63,厦门大学,24
72,!!!,24
105,理工,24
200,南京,24
283,交大,24
748,国内,24
818,提高,24
856,果然,24
977,长大,24
1053,年轻,24
1145,???,24
1254,so,24
1519,16,24
1723,辅导员,24
2525,四级,24
2527,那种,24
2621,环境,24
2790,可惜,24
2811,说出,24
3473,五分,24
4088,dio,24
4122,主观,24
4657,拉格,24
4658,拉格朗,24
4659,格朗日,24
5225,确定,24
5266,全文,24
5403,越来,24
5404,越来越,24
5631,天霸,24
5632,横空,24
6265,更多,24
6434,尴尬,24
6587,学历,24
6687,ko,24
6689,da,24
7198,介绍,24
7239,高能,24
7676,敬语,24
8470,西语,24
9673,生成,24
9935,underground,24
10794,加拿,24
10795,加拿大,24
10864,辽宁,24
11896,sir,24
13043,一数,24
6,中山,23
67,北师,23
315,来得及,23
771,很大,23
778,泰语,23
914,学好,23
918,好好学,23
1235,可可,23
1324,曲线,23
1348,展开,23
1374,可不,23
1466,提前,23
1501,熟悉,23
1661,各种,23
2010,教学,23
2045,支持,23
2118,大部,23
2119,大部分,23
2280,下载,23
2831,摸鱼,23
3051,继续,23
3216,好意,23
3217,好意思,23
3474,五分钟,23
3518,后天,23
3544,要用,23
3832,保护,23
4053,几天,23
4441,考到,23
4827,直角,23
4926,韩语,23
4991,一堆,23
5284,过程,23
6346,period,23
6614,拉西,23
6860,生产,23
7322,劳动,23
7333,公司,23
7514,大四,23
8794,有钱人,23
159,湖北,22
333,艺术,22
373,浙江大学,22
514,50,22
774,一半,22
870,角度,22
1004,很重,22
1297,别念,22
1373,练习,22
1693,一边,22
1720,一开,22
1919,算了,22
1955,完成,22
2003,动力,22
2056,内心,22
2092,假结,22
2465,全都,22
2467,不见,22
2477,有效,22
2524,简直,22
2534,学期,22
2552,起床,22
2744,恋爱,22
2775,一道,22
2876,就算,22
3086,这段,22
3225,放假,22
3547,太棒了,22
4476,半角,22
5479,铁手,22
6386,恍恍惚惚,22
6387,恍惚,22
6903,选项,22
6906,130,22
6938,排除,22
8475,赞同,22
11866,无路,22
16022,血肠,22
3,情况,21
7,中山大学,21
45,政法大,21
46,政法大学,21
58,520,21
180,哈佛,21
285,浙大,21
399,天赋,21
567,经济,21
579,燃起,21
732,香港,21
815,。。。。。,21
847,英音,21
848,美音,21
872,罢了,21
1239,恭喜,21
1288,一分,21
1332,当年,21
1725,大学生,21
1812,40,21
1827,语气,21
1914,滑稽,21
1918,生气,21
1935,也好,21
1999,回答,21
2006,2021,21
2302,说实话,21
2313,轻松,21
2369,然而,21
2487,感受,21
2554,宿舍,21
2693,举报,21
2996,hhhhh,21
3000,再来,21
3167,模拟,21
3590,摄像,21
3656,抱抱,21
3818,废话,21
3881,同意,21
4182,棒棒,21
4664,考过,21
4713,认为,21
5510,甚至,21
5898,四个,21
6301,没想,21
6383,红红,21
6384,红红火火,21
6385,红火,21
6403,to,21
6913,友好,21
7115,调音师,21
8790,梅开二度,21
8791,二度,21
9310,13,21
11867,卡马,21
416,家里,20
512,电影,20
772,毕竟,20
801,毛病,20
933,表里,20
966,and,20
1090,交流,20
1175,the,20
1183,自然,20
1210,妈呀,20
1222,国际,20
1234,不来,20
1326,阜阳,20
1346,泰勒,20
1461,办法,20
1594,忘记,20
1950,人才,20
2256,假期,20
2308,听起,20
2572,回去,20
2600,没上,20
2943,而是,20
2980,报道,20
3090,模板,20
3215,不好意思,20
3297,第一天,20
3395,建立,20
3443,进度,20
3591,摄像头,20
3592,像头,20
3612,土豆,20
3706,裂开,20
3987,有关,20
4102,第一次,20
4334,一段,20
4472,极限,20
4852,场面,20
5139,长期,20
6187,无知,20
6699,骂人,20
7043,is,20
8203,要来,20
8417,在意,20
8600,那时,20
8704,十多,20
11139,计划,20
12969,老林,20
86,传媒,19
183,外国语,19
193,重庆,19
224,湖南,19
282,上海交大,19
310,术学,19
377,我心,19
396,上清,19
877,多年,19
878,年纪,19
916,老外,19
981,下面,19
994,UP,19
1054,估计,19
1102,几年,19
1169,男朋友,19
1364,小朋友,19
1481,恐怖,19
1483,不敢,19
1497,也许,19
1742,不然,19
1795,起飞,19
1907,思路,19
1920,聪明,19
2083,身边,19
2499,寒假作业,19
2500,假作,19
2655,本书,19
2692,厕所,19
2894,主任,19
3291,真心,19
3444,进度条,19
3508,图书,19
3613,相信,19
3643,就要,19
3787,没什么,19
3927,hhhh,19
3938,禁止,19
4007,宝贝,19
4139,无语,19
4577,相似,19
4592,考虑,19
4603,复杂,19
4941,身份,19
5116,本身,19
5200,变得,19
5794,致敬,19
5953,垃圾,19
6302,没想到,19
6374,祖国,19
6426,it,19
6963,纠结,19
7326,违约,19
8608,主观题,19
9128,oh,19
9578,god,19
11506,擅长,19
12262,五花,19
12263,五花肉,19
12788,两只,19
12888,平角,19
17092,teacher,19
18922,艾宾浩斯,19
19506,农民,19
628,分数,18
813,警告,18
926,至少,18
1161,我家,18
1325,积分,18
1331,极了,18
1479,三年,18
1507,算出,18
1520,方言,18
1615,教师,18
1621,逻辑,18
1631,回家,18
1655,看视,18
1662,记不住,18
1744,莫名,18
1876,差点,18
1892,好玩,18
2173,存在,18
2247,一个月,18
2275,提升,18
2556,九十,18
2696,星期,18
2770,课本,18
2987,不愧,18
3038,前来,18
3182,做出,18
3295,平时,18
3341,方向,18
3362,心疼,18
3429,建设,18
3509,图书馆,18
3510,书馆,18
3514,疫情,18
3651,举手,18
3654,暂停,18
3961,四大,18
4048,搞笑,18
4147,110,18
4228,刚好,18
4321,梦想,18
4642,计算机,18
4643,算机,18
4660,定义,18
4901,憋不住,18
4978,熬夜,18
5006,身体,18
5113,学姐,18
5316,一切,18
5610,配音,18
6572,大三,18
6606,鸽子,18
6956,人均,18
7134,素材,18
7324,合同,18
8430,词典,18
8836,八十,18
8854,纸条,18
9651,WARNING,18
9725,燃烧,18
10354,专升本,18
10448,减肥,18
11339,客家,18
13468,越多,18
14945,百味,18
18893,不正,18
39,560,17
85,中国传媒,17
108,480,17
117,630,17
164,武大,17
257,美术,17
263,回事,17
348,学学,17
460,小学生,17
669,安徽,17
695,人学,17
775,作为,17
867,是从,17
1076,工具,17
1195,味儿,17
1291,新年,17
1304,开幕,17
1330,心脏,17
1354,恐惧,17
1356,学家,17
1368,周长,17
1505,头发,17
1552,爷爷,17
1567,正确,17
1794,看起,17
1824,记录,17
2025,不止,17
2027,女孩,17
2040,默默,17
2368,事儿,17
2383,操作,17
2405,听听,17
2406,文章,17
2453,！！！！！！！！,17
2456,每日,17
2521,反正,17
2658,哇塞,17
2751,情绪,17
2783,无限,17
2848,早点,17
2891,书上,17
2924,理科生,17
3007,重点,17
3030,目前,17
3081,一条,17
3111,手艺,17
3233,阴阳,17
3305,成林,17
3391,233,17
3453,旁边,17
3648,方式,17
3760,离开,17
3767,所谓,17
3962,大名,17
4041,看来,17
4117,地理,17
4208,嘿嘿嘿,17
4478,几何,17
4481,使用,17
4555,评论,17
4897,噪音,17
4953,变态,17
4974,心理学,17
5457,bushi,17
5551,最大,17
5606,high,17
5846,蘑菇,17
5935,狂风,17
6149,数字,17
6241,大爷,17
6364,my,17
6466,？？？？？？？？,17
6476,看成,17
6909,二十,17
6930,期末考,17
7041,留学生,17
7537,油炸,17
7608,社长,17
7776,SOS,17
9696,检验,17
9714,氢氧,17
10127,教材,17
10714,naughty,17
10897,大利,17
19829,除数,17
42,西南,16
121,电子,16
189,555,16
192,四川大学,16
202,OK,16
250,北师大,16
308,职业,16
353,国政,16
357,牛津,16
462,生来,16
504,求求,16
1020,小哥,16
1124,很棒,16
1263,完蛋,16
1269,66666666,16
1412,幸福,16
1491,关掉,16
1494,干什么,16
1558,没写,16
1863,拥有,16
1905,方面,16
1913,求出,16
2007,？（,16
2053,瞬间,16
2091,一小,16
2157,句子,16
2226,好几,16
2319,一键,16
2371,半天,16
2398,学费,16
2435,英语听力,16
2576,不容,16
2597,去年,16
2747,监控,16
2902,膝盖,16
2958,值得,16
3085,帅哥,16
3146,班主,16
3147,班主任,16
3333,主义,16
3357,否定,16
3570,五十,16
4062,反而,16
4210,具体,16
4400,两年,16
4496,三角函数,16
4593,放缩,16
4781,大多,16
5291,冰冰,16
5499,四大名捕,16
5811,旋转,16
6467,？？？？？？？,16
6760,口头,16
7250,落泪,16
7327,违约金,16
7353,一点点,16
7590,哈吉,16
7660,can,16
8152,空气,16
8700,来自,16
8995,一门,16
9114,鲁迅,16
9411,二次,16
9618,know,16
9630,""",""",16
10413,自由,16
10861,rose,16
14385,遗传,16
16372,博弈,16
64,680,15
87,传媒大学,15
173,570,15
218,顺利,15
313,！！！！！！！,15
443,!!,15
718,英国人,15
979,用法,15
1087,能够,15
1296,师傅,15
1305,雷击,15
1347,泰勒展,15
1460,be,15
1603,发呆,15
1642,听完,15
1660,心动,15
1754,过气,15
1986,小孩,15
2054,儿子,15
2153,词汇量,15
2160,新闻,15
2273,出国,15
2402,速度,15
2408,23,15
2409,有趣,15
2454,屏幕,15
2493,很快,15
2509,大题,15
2512,一大,15
2570,同感,15
2755,过于,15
2981,一脸,15
2990,谈恋爱,15
3052,吸引,15
3110,传统,15
3155,QAQ,15
3209,生在,15
3317,愿意,15
3321,总是,15
3392,原理,15
3702,魔鬼,15
3727,一眼,15
3821,跳舞,15
3940,21,15
4063,最近,15
4145,怀疑,15
4283,三遍,15
4286,理性,15
4424,早就,15
4573,裤子,15
4585,阶段,15
4708,就学,15
4727,表达,15
4871,宝宝,15
4976,效应,15
5352,红色,15
5470,起立,15
5482,欧拉,15
5544,飞弹,15
7150,未知,15
7338,满足,15
7500,三次,15
7653,eigi,15
7990,形容,15
8242,变强,15
8502,985,15
8717,54,15
9336,王老师,15
9539,好好学习,15
9684,氯气,15
9715,氢氧化,15
9868,发生,15
10716,find,15
11031,家庭,15
11748,千层,15
11852,咧咧,15
11868,马西,15
13945,17,15
14298,老爷,15
14658,化简,15
16868,平方差,15
16869,方差,15
201,南京大学,14
220,西安,14
294,125,14
525,厦大,14
653,二年,14
762,中英,14
784,好久,14
826,泰国,14
835,wc,14
852,very,14
853,good,14
915,想成,14
970,常用,14
1248,十几,14
1292,新年快乐,14
1395,方形,14
1426,噩梦,14
1534,打击,14
1538,严谨,14
1684,灵魂,14
1721,开口,14
1902,全程,14
1938,千万,14
2019,会儿,14
2066,呼吸,14
2141,下午,14
2167,费时,14
2168,费时间,14
2242,一张,14
2365,2333,14
2399,慢慢,14
2446,根据,14
2479,很久,14
2654,这本,14
2720,高效,14
2826,走神,14
2832,方便,14
2901,收下,14
2913,要说,14
2978,一一,14
3061,资料,14
3088,清晰,14
3103,分手,14
3121,失去,14
3237,健身,14
3347,其中,14
3376,无所,14
3387,认知,14
3399,主动,14
3511,没救,14
3918,看起来,14
4073,天上,14
4138,无聊,14
4158,讲课,14
4299,一生,14
4437,小伙,14
4521,人话,14
4614,看出,14
4738,属于,14
4749,解释,14
4758,对应,14
4868,寂寞,14
5315,面对,14
5473,利刃,14
5577,中二,14
5658,菠萝,14
6203,shi,14
6270,通过,14
6343,姨妈,14
6406,??,14
6504,正好,14
6733,好笑,14
6735,讨厌,14
6822,巴卡,14
7343,就业率,14
7577,降临,14
7597,无处,14
7936,钢铁,14
8056,ohhhhhhhhhhhh,14
8311,ohhhhhh,14
8327,不对劲,14
8328,对劲,14
8656,上过,14
9021,老虎,14
9674,二氧,14
9675,二氧化,14
9775,离子,14
10108,不必,14
10324,挣钱,14
10736,lack,14
10854,Jennie,14
10983,详细,14
11029,Henry,14
11045,考官,14
11194,伦敦,14
13613,多多,14
14766,式子,14
16933,求根,14
17728,毒素,14
17913,木鱼,14
4,640,13
41,450,13
300,勇敢,13
337,怎样,13
394,中科,13
413,工程,13
430,男人,13
486,能量,13
756,任何,13
773,生命,13
776,半个,13
791,听得懂,13
996,太帅,13
1111,高分,13
1187,类似,13
1317,大脑,13
1432,心里,13
1882,吓人,13
1932,一会,13
2039,懒得,13
2111,几乎,13
2128,跟不上,13
2140,把手,13
2175,一辈,13
2176,一辈子,13
2195,概念,13
2215,硬核,13
2288,字母,13
2320,再说,13
2341,1000,13
2393,变好,13
2517,个别,13
2678,效果,13
2879,首先,13
2975,嘎嘎,13
3176,目的,13
3269,这么久,13
3383,体系,13
3417,考题,13
3423,规划,13
3481,全国,13
3638,。。。。。。,13
3658,疯狂,13
3687,！！！！！！！！！,13
3848,做梦,13
3906,www,13
4165,的确,13
4246,五天,13
4328,家人,13
4511,空降,13
4689,用到,13
4709,大神,13
4726,实际,13
4755,特殊,13
4783,多数,13
4816,解决,13
4867,挑战,13
4955,行为,13
4988,从来没,13
5121,犯罪,13
5253,即使,13
5262,哈利,13
5263,哈利波,13
5264,波特,13
5268,第五,13
5469,全体,13
5481,四方,13
5586,台词,13
6071,连读,13
6093,说明,13
6154,元音,13
6693,鸭子,13
6729,wdnmd,13
6927,凑热闹,13
7007,xswl,13
7046,听成,13
7107,二年级,13
7197,自我介绍,13
7336,没签,13
7507,便宜,13
7588,阿拉,13
7598,无处不在,13
7914,均衡,13
8017,过分,13
8072,去掉,13
8132,miss,13
8153,鬼才,13
8434,强推,13
8459,see,13
8570,一路,13
8625,错误,13
8720,知识点,13
8968,语文课,13
