,词语,次数
3101,科目,35
87,选择,34
170,优秀,34
214,以前,34
533,部分,34
702,非常,34
814,基本,34
993,除了,34
1549,30,34
1564,职场,34
2587,事情,34
2661,就行了,34
2708,必须,34
3457,12,34
4074,原因,34
5393,心疼,34
9819,滚滚,34
11,还行,33
198,重点,33
234,估计,33
305,不敢,33
398,比较,33
670,情况,33
865,理解,33
1270,胡说,33
1292,玩意,33
1374,老婆,33
1674,主要,33
1701,腾讯,33
1839,教程,33
2038,意大利,33
2039,大利,33
2108,下来,33
3053,100,33
3578,外科,33
8678,二代,33
196,意义,32
358,一句,32
433,愿意,32
605,真好,32
1076,一年,32
1159,不然,32
1272,八道,32
1755,辈子,32
1805,一生,32
2656,吃饭,32
3006,动车,32
3007,车道,32
3089,脾气,32
84,离谱,31
90,必要,31
148,只要,31
248,路过,31
429,正经,31
909,千万,31
996,是因为,31
1212,一个月,31
1271,胡说八道,31
1842,华为,31
3097,特别,31
3128,驾照,31
3757,健康,31
36,该是,30
104,tm,30
273,告诉,30
372,地方,30
549,年轻人,30
744,而且,30
890,播放,30
892,而已,30
984,？？？？？？,30
1029,7,30
1052,了解,30
1074,实是,30
2591,永远,30
2819,天天,30
3015,直线,30
3216,没用,30
5112,行业,30
7683,男生,30
45,不如,29
252,还要,29
275,考生,29
836,样子,29
851,投币,29
1019,要求,29
1044,垃圾,29
1667,致敬,29
1894,啊哈,29
1949,为啥,29
2569,男人,29
3542,检验,29
4629,情商,29
294,考官,28
914,你好,28
1067,讨厌,28
1333,结果,28
1456,HR,28
1631,遇到,28
1645,不同,28
1925,没人,28
1972,所有,28
2555,性别,28
2902,国企,28
3070,自动挡,28
3107,小伙,28
3609,底层,28
4123,运动,28
4717,杯子,28
376,机器,27
530,哪里,27
568,解决,27
738,发现,27
856,背景,27
889,！！！！,27
992,开除,27
1502,本来,27
1941,连了,27
1963,居然,27
2218,下去,27
2575,结婚,27
2740,求教,27
3045,方向盘,27
4208,一模一样,27
5595,多多,27
7612,局长,27
8680,三代,27
96,复杂,26
366,工具,26
1565,脑子,26
1931,网站,26
2411,家里,26
3077,一周,26
3129,出去,26
3442,学会,26
3955,明天,26
5440,退休,26
6277,学历,26
6387,别哭,26
8914,气质,26
9242,怕怕,26
180,第二,25
188,清楚,25
213,不够,25
446,很重,25
624,法律,25
672,上去,25
700,？？？？？？？,25
1014,人情,25
1371,好意,25
1590,bgm,25
1649,对方,25
1688,技术,25
2086,电脑,25
3904,认真,25
5882,空间,25
7229,一本,25
8143,体检,25
9218,机密,25
9622,鸟窝,25
10208,簌簌,25
149,逻辑,24
225,傻子,24
421,有关,24
438,当时,24
448,来说,24
498,简单,24
745,。。。。。,24
1382,之后,24
1383,屁事,24
1412,赚钱,24
1570,完全,24
1616,本事,24
1685,女孩,24
1753,一辈,24
2231,突然,24
2335,套路,24
2461,不住,24
2627,可是,24
2662,兄弟,24
2722,女性,24
2893,习惯,24
3102,最好,24
3137,滕州,24
3473,过来,24
3511,毛病,24
6407,同感,24
6692,理工,24
240,一些,23
427,大概,23
655,演员,23
688,90,23
857,清华,23
876,来看,23
1001,依法,23
1073,事实,23
1392,可怕,23
2063,表情,23
2755,哪个,23
3003,机动,23
4232,人心,23
4303,阴暗,23
5162,大小,23
5213,竞争,23
8095,异常,23
338,思考,22
959,第一次,22
1143,不在,22
1380,虽然,22
1624,多少钱,22
2392,50,22
2813,那种,22
2825,岗位,22
2851,到底,22
3004,机动车,22
3066,档位,22
3090,经常,22
3124,杀手,22
3166,马路,22
3210,实习,22
3454,就算,22
4457,商业,22
5041,事业,22
5126,消费,22
8101,心率,22
8146,内脏,22
8896,爱马,22
8897,爱马仕,22
9624,一本正经,22
0,不信,21
128,日记,21
340,目的,21
341,老子,21
469,以上,21
567,真正,21
640,妹子,21
767,适合,21
775,我会,21
878,美颜,21
911,新年,21
912,新年快乐,21
925,记得,21
1007,回去,21
1169,拉倒,21
1369,真不,21
1372,好意思,21
1417,越级,21
1546,15,21
1906,回家,21
2104,意大利语,21
3001,非机动,21
3002,非机动车,21
3005,机动车道,21
3098,熄火,21
3199,差不多,21
4108,所谓,21
4601,UP,21
4705,人生,21
4871,有时,21
5666,合同,21
6035,应届,21
7022,111,21
58,麻烦,20
138,考过,20
140,大多,20
157,确定,20
172,培训,20
260,我家,20
375,80,20
456,别说,20
971,超级,20
1225,价值,20
1391,今天,20
1414,关键,20
1540,没了,20
1704,安全,20
1754,一辈子,20
1966,小丑,20
1967,竟是,20
2028,猥琐,20
2092,直播,20
2113,电视,20
2560,中间,20
2789,比如,20
3046,心态,20
3052,速度,20
3108,小伙子,20
3109,伙子,20
3174,刹车,20
3616,医院,20
4034,慢慢,20
6487,校友,20
7929,糟粕,20
116,水平,19
142,多数,19
203,难受,19
278,严重,19
494,想到,19
577,绝对,19
906,看完,19
956,高中,19
1033,思维,19
1164,心里,19
1240,狗头,19
1357,有没有,19
1370,不好意思,19
1592,对不起,19
2071,办公,19
2172,女人,19
2387,用来,19
3016,行驶,19
3323,不怕,19
3543,检验科,19
3798,小心,19
4064,保险,19
4464,大厂,19
4968,就要,19
5124,增加,19
5812,随便,19
5864,扭曲,19
6017,简历,19
6413,211,19
7219,河北,19
7324,同学,19
8264,奢侈,19
10209,比比,19
11769,身子,19
151,语言,18
206,实在,18
295,舒服,18
378,题目,18
531,大部,18
532,大部分,18
645,考虑,18
674,反正,18
797,不见,18
928,下次,18
948,值得,18
972,赶紧,18
974,安排,18
1042,恶心,18
1043,奋斗,18
1063,电话,18
1217,良心,18
1221,越来,18
1222,越来越,18
1285,一堆,18
1341,晚上,18
1379,想要,18
1470,挣钱,18
1864,人间,18
2679,同意,18
2741,恭喜,18
2749,条件,18
2888,动力,18
3019,二档,18
3025,太好了,18
3162,不合,18
3294,请问,18
4288,亲戚,18
4685,头孢,18
4899,做梦,18
5207,环境,18
6278,销售,18
6358,想法,18
6427,感同身受,18
6428,身受,18
8901,奢侈品,18
10278,包包,18
11342,公积,18
11343,公积金,18
11344,积金,18
29,超过,17
301,算了,17
357,更好,17
373,评论,17
377,机器人,17
458,眼睛,17
606,知识,17
669,实际,17
800,nb,17
938,定要,17
991,手机,17
1086,到位,17
1115,忽悠,17
1170,至于,17
1171,做事,17
1182,回来,17
1197,服务,17
1335,可不,17
1500,等等,17
1520,百万,17
1548,提高,17
1573,开心,17
1593,位置,17
1804,好人,17
1953,20,17
2046,好吃,17
2273,研究,17
2522,TM,17
2650,出现,17
3021,扣分,17
3236,离合,17
3322,实现,17
3944,成本,17
4911,幸福,17
5333,社保,17
6283,摸摸,17
6348,天华,17
6400,设计院,17
8099,转氨酶,17
12702,2222,17
12714,222,17
1,除非,16
32,系列,16
88,居中,16
110,好几,16
141,大多数,16
163,不出,16
186,那些,16
282,难道,16
316,不动,16
419,搞笑,16
465,标准,16
510,里面,16
535,尼玛,16
589,心理,16
794,看得,16
803,规定,16
905,没看,16
995,决定,16
1137,是非,16
1146,小学,16
1156,拒绝,16
1239,手动,16
1246,说实话,16
1253,过分,16
1277,锻炼,16
1334,侮辱,16
1353,无语,16
1420,跳槽,16
1594,60,16
1669,国内,16
1854,唱歌,16
1863,羡慕,16
2005,出事,16
2329,竟然,16
2424,重庆,16
2637,不让,16
2782,严格,16
2788,效率,16
3268,分钟,16
3574,派克,16
3736,怎么样,16
4419,抄袭,16
4987,利益,16
5000,理想,16
5142,国人,16
5770,恋爱,16
5826,英语,16
6381,考研,16
6661,贷款,16
56,方法,15
94,方式,15
165,一遍,15
201,准备,15
211,明显,15
243,跑题,15
291,机构,15
335,妈呀,15
351,变成,15
508,重新,15
613,正道,15
664,得有,15
891,一半,15
926,像是,15
1114,成为,15
1153,给钱,15
1264,认识,15
1368,进去,15
1398,一张,15
1419,经验,15
1483,浪费,15
1490,鼻子,15
1557,offer,15
1638,十年,15
1859,当年,15
2036,大意,15
2054,敏感,15
2153,看来,15
2201,很大,15
2205,正确,15
2716,提醒,15
2814,玻璃,15
2831,工厂,15
3071,模拟考,15
3079,路口,15
3310,上路,15
3464,城市,15
3552,手术,15
3580,急诊,15
4215,机会,15
4475,这点,15
4504,进步,15
4990,无休,15
5418,有意,15
5522,音乐,15
5805,咋办,15
5939,真心,15
10215,潭州,15
10942,11111,15
13231,副局长,15
2,打印,14
7,软件,14
34,不应,14
133,试试,14
164,再说,14
228,屏幕,14
368,本人,14
393,平时,14
422,部门,14
423,正在,14
431,，，,14
545,执行,14
565,过于,14
662,活动,14
685,一百,14
718,自信,14
730,进来,14
776,奇怪,14
855,好听,14
896,500,14
937,马上,14
1194,看见,14
1327,然而,14
1343,通知,14
1358,发展,14
1400,营销,14
1425,格局,14
1487,凡尔,14
1488,凡尔赛,14
1523,要钱,14
1535,免费,14
1577,左右,14
1779,害人,14
1795,妹妹,14
1976,25,14
2058,无所,14
2061,可怜,14
2107,不下,14
2116,市场,14
2170,怪不得,14
2232,跟着,14
2348,太大,14
2412,小孩,14
2549,全部,14
2573,块钱,14
2588,没关,14
2589,没关系,14
2807,这话,14
2840,干活,14
2855,不容,14
2920,没什么,14
3403,拿到,14
3422,才能,14
3598,儿科,14
3679,不配,14
3694,便宜,14
3913,压力,14
4345,收购,14
4626,不管,14
4689,高考,14
4835,代表,14
5127,从来,14
5268,13,14
5371,操作,14
5871,不至于,14
6036,应届生,14
6350,末流,14
6391,重庆大学,14
6392,庆大,14
6621,活着,14
7088,东北,14
7100,相亲,14
8809,有钱人,14
9631,估算,14
25,6666,13
68,明明,13
174,参加,13
190,太紧,13
191,太紧张,13
244,大姐,13
314,恐怖,13
328,看出,13
343,犊子,13
352,解释,13
586,问号,13
705,我心,13
939,坚持,13
1142,他人,13
1166,相信,13
1172,一套,13
1207,压榨,13
1322,路上,13
1355,人口,13
1404,罢了,13
1493,百分,13
1664,同志,13
1809,数据,13
1813,离开,13
1838,看过,13
1957,姑娘,13
1971,接受,13
2100,三个,13
2120,眼神,13
2127,别念,13
2150,名字,13
2155,hhh,13
2262,太长,13
2577,思想,13
2579,说白,13
2580,说白了,13
2584,别的,13
2791,赌博,13
3033,转向,13
3060,停车,13
3167,熟悉,13
3219,实线,13
3227,危险,13
3264,后来,13
3369,过去,13
3381,三秒,13
3587,康复,13
3662,影响,13
3665,改变,13
3672,味道,13
3821,甚至,13
3826,首页,13
3895,一条,13
3997,几十,13
4046,如此,13
4110,职业,13
4274,骗人,13
4400,游戏,13
4500,更多,13
4937,得到,13
4995,工程,13
5490,新闻,13
5880,分享,13
5918,BGM,13
6382,女朋友,13
6383,分手,13
6433,状态,13
6434,体重,13
6471,五点,13
6473,计算,13
6636,姐妹,13
6711,体制,13
6836,新人,13
6851,大专,13
7205,工学,13
7206,工学院,13
7264,说得对,13
7604,礼物,13
7881,准时,13
7882,时下,13
8078,华工,13
8951,品牌,13
9003,令人,13
9088,手表,13
9182,早晚,13
9530,放量,13
10225,综艺,13
12,聪明,12
52,还以,12
168,画面,12
177,不值,12
242,87,12
319,普通话,12
320,通话,12
327,说出,12
383,刚刚,12
543,一种,12
587,各位,12
650,管理,12
673,满分,12
693,屁话,12
861,陈老师,12
932,一批,12
966,2333,12
1040,马屁,12
1059,66666,12
1133,第一个,12
1152,每次,12
1160,打死,12
1168,节目,12
1186,加钱,12
1231,听到,12
1332,班费,12
1401,销号,12
1407,享受,12
1409,各种,12
1426,不大,12
1437,23333,12
1450,年薪,12
1453,十几,12
1473,干什么,12
1656,冲冲,12
1673,冰河,12
1807,这人,12
1935,天才,12
2122,办公室,12
2123,公室,12
2126,师傅,12
2324,果然,12
2600,男女,12
2830,理由,12
2879,毕竟,12
2887,劳动力,12
2909,做到,12
2911,一切,12
2913,任何,12
2921,规矩,12
2943,儿子,12
3122,这边,12
3163,合格,12
3242,基准,12
3418,手动挡,12
3563,工地,12
3577,普外科,12
3671,一段,12
3721,精神,12
3854,心脏,12
3859,至少,12
3994,18,12
4101,评价,12
4413,不成,12
4523,功能,12
4600,继续,12
4673,敬酒,12
4893,内卷,12
5001,有时候,12
5002,反对,12
5076,行为,12
5289,生气,12
5672,应聘,12
5829,不交,12
5919,前方,12
6004,身边,12
6201,关系户,12
6215,算不算,12
6390,最重,12
6420,毒打,12
6809,研究生,12
6867,怀疑,12
7287,最小,12
8051,早就,12
8921,阿姨,12
9312,和平,12
9356,111111,12
10237,上学,12
11392,字节,12
39,邮件,11
89,模式,11
155,高分,11
222,好紧,11
265,不重,11
279,大神,11
306,乡情,11
374,最多,11
475,桌子,11
511,真多,11
551,十分,11
740,高手,11
824,处理,11
1268,神经,11
1280,哈哈笑,11
1331,加班费,11
1350,故事,11
1497,经理,11
1513,半年,11
1571,升职,11
1610,今年,11
1694,科技,11
1958,没想,11
1995,要脸,11
2097,推荐,11
2140,作为,11
2225,咬牙,11
2238,想着,11
2240,如何,11
2390,委屈,11
2492,客户,11
2683,女孩子,11
2705,办事,11
2738,月工资,11
2853,算是,11
2922,合适,11
2940,仲裁,11
2964,负责,11
3024,温柔,11
3087,睡觉,11
3118,匹配,11
3134,200,11
3181,几次,11
3217,超车,11
3333,旁边,11
3560,口罩,11
3588,康复科,11
3589,底端,11
3650,再见,11
3658,麻醉,11
3729,不吃,11
3869,鸡汤,11
3898,没钱,11
3959,独立,11
4092,吕布,11
4175,一只,11
4348,申请,11
4533,倒闭,11
4610,实事,11
4721,错误,11
4756,不开,11
4813,做好,11
4892,11,11
5052,完成,11
5083,发达,11
5163,小周,11
5177,不加,11
5218,855,11
5241,看着办,11
5258,几年,11
5574,薪资,11
5623,它们,11
5678,电影,11
5987,欢迎,11
6136,油烟,11
6344,Up,11
6438,不必,11
7065,阴阳,11
7151,讨好,11
7200,麻省,11
7201,麻省理工,11
7280,本科,11
7467,宝藏,11
7812,年龄,11
7891,翻译,11
8096,抛出,11
8157,心动,11
8617,无所谓,11
8741,穷人,11
8922,天赋,11
9097,热度,11
10200,钟离,11
48,数学,10
159,标题,10
229,全程,10
261,听懂,10
310,，，，,10
323,现场,10
387,机关,10
507,网络,10
529,礼仪,10
537,70,10
561,认为,10
591,素质,10
594,???,10
616,说得好,10
623,无法,10
675,这时,10
690,舌头,10
733,进入,10
750,没经,10
863,疯狂,10
934,hhhhh,10
990,存在,10
1038,拍马,10
1039,拍马屁,10
1095,骂人,10
1147,小学生,10
1216,回事,10
1227,收入,10
1269,神经病,10
1275,文件,10
1601,走人,10
1606,三十,10
1619,实有,10
1643,加薪,10
1651,稳定,10
1739,年代,10
1750,全都,10
1811,经典,10
1910,一开,10
1994,不要脸,10
2055,能用,10
2082,白眼,10
2161,外卖,10
2173,本色,10
2226,咬牙切齿,10
2227,切齿,10
2249,上面,10
2463,年终,10
2687,瞎扯,10
2759,不少,10
2763,非要,10
2833,主动,10
2961,未来,10
2982,怎样,10
3014,一档,10
3073,学员,10
3116,好奇,10
3120,后排,10
3152,右转,10
3305,电动,10
3306,电动车,10
3374,读书,10
3397,公开,10
3423,山东,10
3492,枣庄,10
3522,下午,10
3528,hhhh,10
3553,这辈子,10
3596,去年,10
3676,科室,10
3706,实用,10
3804,最低,10
3900,一键,10
3936,从小,10
3967,付出,10
3981,办法,10
4127,天下,10
4275,找到,10
4316,后悔,10
4571,中文,10
4895,每周,10
5186,寂寞,10
5290,父母,10
5399,事业单位,10
5431,好评,10
5441,猝死,10
5510,大大,10
5559,月薪,10
5563,不正,10
5769,谈恋爱,10
5813,北京,10
6172,厨房,10
6405,越多,10
6522,学姐,10
6532,导师,10
6596,体验,10
6616,担心,10
6786,欺负,10
7203,理工学,10
7204,理工学院,10
7466,简直,10
7527,一眼,10
7596,指标,10
8114,报告,10
8229,华中,10
8798,咨询,10
9620,麦肯锡,10
10767,听不见,10
10944,碰杯,10
11791,朋友圈,10
11910,婚前,10
6,专门,9
63,完事,9
99,逐渐,9
144,上来,9
290,模板,9
322,不分,9
353,方案,9
365,效果,9
406,过程,9
584,打问,9
585,打问号,9
652,洗脑,9
703,通过,9
784,答题,9
818,表达,9
845,自然,9
880,一万,9
930,！！！！！,9
967,233,9
987,休假,9
1045,特色,9
1070,在家,9
1098,废话,9
1100,鬼话,9
1131,角度,9
1155,不服,9
1173,等于,9
1180,狗东西,9
1199,大哥,9
1263,好处,9
1265,难怪,9
1291,煞笔,9
1299,一位,9
1315,时代,9
1421,大学生,9
1435,yes,9
1537,最大,9
1544,首先,9
1558,纯粹,9
1568,在乎,9
1585,更快,9
1598,高兴,9
1628,尤其,9
1675,发型,9
1678,瞎说,9
1708,秃头,9
1713,真大,9
1726,鸿蒙,9
1731,细节,9
1776,背后,9
1848,小朋友,9
1891,不足,9
1892,王者,9
1982,漏税,9
1986,同一,9
2137,截图,9
2198,完蛋,9
2222,家庭,9
2298,接好,9
2346,可惜,9
2443,健身,9
2482,整个,9
2487,不适,9
2593,没见,9
2769,典型,9
2804,酒桌,9
2817,麻将,9
2917,撒谎,9
3017,这儿,9
3034,转向灯,9
3040,练习,9
3049,40,9
3050,不自,9
3076,低头,9
3092,后视,9
3093,后视镜,9
3185,刺激,9
3266,掉头,9
3309,越好,9
3336,得出,9
3359,不明,9
3404,xswl,9
3566,眼科,9
3576,有味,9
3614,朝阳,9
3618,本身,9
3635,一边,9
3636,yue,9
3881,一份,9
3892,玩意儿,9
3909,痛苦,9
4009,3000,9
4012,列居,9
4056,好好看,9
4076,证明,9
4178,终于,9
4204,很快,9
4220,打算,9
4304,人性,9
4374,必胜,9
4452,太棒,9
4460,粉丝,9
4546,比例,9
4609,创业,9
4730,过敏,9
4905,提升,9
4969,周末,9
4981,天都,9
5016,工作制,9
5082,那样,9
5164,私企,9
5234,美国,9
5321,太重,9
5332,要么,9
5881,拜拜,9
6025,高能,9
6079,固定,9
6124,魔鬼,9
6284,直呼,9
6423,跑步,9
6472,抑郁,9
6663,好心,9
6931,韩国,9
7109,窒息,9
7211,里人,9
7685,上司,9
7771,年纪,9
7871,看不懂,9
8165,吓人,9
8701,暴发,9
8702,暴发户,9
8956,购物,9
9211,鞭尸,9
9623,树上,9
9955,成年,9
10249,语文,9
10988,1111,9
12176,劳动合同,9
12603,33333,9
12774,222222,9
8,三国,8
30,外包,8
71,说好,8
82,会议,8
105,这方,8
127,人员,8
152,相对,8
224,培养,8
293,反而,8
312,三点,8
380,这位,8
439,张嘴,8
452,组织,8
473,闭嘴,8
570,上有,8
573,第一名,8
574,一名,8
698,？？？？？？？？,8
720,强制,8
852,一点点,8
853,点点,8
970,有点像,8
980,工贼,8
1077,外地,8
1136,连续,8
1150,公休,8
1251,一代,8
1255,劳动法,8
1305,两天,8
1351,站起,8
1427,不问,8
1455,几万,8
1462,16,8
1501,年后,8
1511,谈钱,8
1522,针对,8
1615,日子,8
1646,观点,8
1665,看起,8
1666,看起来,8
1668,膜拜,8
1687,一群,8
1728,………,8
1735,的确,8
1745,前辈,8
1829,似的,8
1907,代码,8
1936,少女,8
1980,偷税,8
1981,偷税漏税,8
2031,事儿,8
2059,特尔,8
2060,尔特,8
2091,出演,8
2131,极了,8
2138,两万,8
2142,编辑,8
2200,女友,8
2221,表现,8
2248,233333,8
2275,为何,8
2318,关了,8
2330,单身,8
2357,？？？？？？？？？,8
2386,团队,8
2458,警告,8
2462,主任,8
2464,年终奖,8
2494,一千,8
2543,折磨,8
2554,不熟,8
2599,犯罪,8
2611,信息,8
2616,而是,8
2647,2000,8
2669,符合,8
2692,所有人,8
2751,4000,8
2794,宿舍区,8
2811,吸血,8
2827,辞退,8
2874,你家,8
2929,剩余,8
2988,锤子,8
3036,开门,8
3055,座椅,8
3083,转弯,8
3127,考驾照,8
3141,绝望,8
3154,两次,8
3159,老实,8
3206,上次,8
3256,血压,8
3311,无可,8
3358,35,8
3366,要死,8
3401,不定,8
3459,也好,8
3555,好惨,8
3562,土木,8
3568,牙科,8
3610,最高,8
3808,全面,8
3916,不怎么,8
3941,降低,8
3960,肚子,8
3961,区别,8
4113,既然,8
4115,坐骑,8
4225,始祖,8
4226,始祖鸟,8
4244,下家,8
4255,不留,8
4280,自我,8
4282,受过,8
4306,也许,8
4375,必胜客,8
4435,证据,8
4453,太棒了,8
4511,！？,8
4691,随意,8
4752,一大,8
4844,考上,8
4865,理论,8
4884,底薪,8
4910,48,8
4922,八小时,8
4951,997,8
5019,小时工,8
5042,事业型,8
5049,天真,8
5102,无奈,8
5191,导致,8
5310,笑话,8
5372,大胆,8
5439,早点,8
5491,新闻联播,8
5492,联播,8
5547,单纯,8
5556,14,8
5566,团结,8
5765,优势,8
5786,之一,8
5814,失去,8
5844,立马,8
5916,美女,8
5981,魔法,8
6005,发生,8
6111,户口,8
6117,项目,8
6158,累死,8
6206,两年,8
6254,面试官,8
6328,同样,8
6330,圈子,8
6411,西南,8
6570,出国,8
6669,海天,8
6990,养老,8
7133,爷爷,8
7202,麻省理工学院,8
7277,江苏,8
7286,术学,8
7296,一流,8
7333,几只,8
7351,中央,8
7792,小驴,8
7794,身份,8
7884,0,8
8041,小人,8
8121,学长,8
8178,蛋白,8
8354,catch,8
8556,检查,8
8700,良好,8
8936,屈臣氏,8
8946,男孩,8
8990,西语,8
9072,方言,8
9092,电子,8
9210,反复,8
9302,法治,8
9469,技巧,8
10141,天一,8
10220,特优,8
10232,配音演员,8
10673,充电,8
10936,剧本,8
10983,造假,8
11161,开房,8
11439,pdd,8
11754,物化,8
11783,绿茶,8
11911,性行,8
11912,性行为,8
12662,3333,8
92,使用,7
95,快速,7
100,跟不上,7
166,听清,7
167,静止,7
182,第三,7
216,比赛,7
231,满满,7
269,完毕,7
324,内容,7
334,纸笔,7
346,冷静,7
384,睡着,7
408,当初,7
425,耐心,7
504,沉默,7
520,春节,7
547,要紧,7
556,战术,7
630,厂长,7
660,政府,7
665,保证,7
676,这时候,7
696,天上,7
697,地下,7
746,内心,7
801,生好,7
804,死亡,7
810,播音,7
823,人际,7
859,华大,7
885,收到,7
920,鬼畜,7
999,恶臭,7
1000,弱智,7
1002,24,7
1032,奴性,7
1065,没空,7
1082,场面,7
1101,鬼话连篇,7
1102,连篇,7
1119,？？？？？？？？？？,7
1141,其他人,7
1178,666666,7
1234,虚伪,7
1235,反应,7
1260,毫无,7
1295,个个,7
1354,某些,7
1463,混乱,7
1467,兴趣,7
1469,人话,7
1477,前后,7
1634,态度,7
1642,刚好,7
1663,台湾,7
1703,之类,7
1722,无疑,7
1736,全员,7
1747,表演,7
1759,不难,7
1778,广东,7
1834,都行,7
1879,巴掌,7
1924,大楼,7
1959,没想到,7
2065,媳妇,7
2066,一脸,7
2077,剧情,7
2157,hhhhhh,7
2185,IE,7
2204,密码,7
2208,像头,7
2228,说完,7
2319,没完,7
2367,主持,7
2376,万只,7
2442,不来,7
2496,经济,7
2525,好玩,7
2570,资源,7
2574,值钱,7
2629,体会,7
2649,定有,7
2651,投诉,7
2750,1000,7
2773,嘴脸,7
2812,吸血鬼,7
2845,看不起,7
2848,阶级,7
2892,工会,7
2907,恍恍惚惚,7
2908,恍惚,7
2918,地主,7
2930,剩余价值,7
2972,放松,7
3008,脚趾,7
3047,能开,7
3067,四五,7
3081,安全带,7
3096,驾校,7
3106,座位,7
3123,yyds,7
3126,后座,7
3139,半天,7
3143,一把,7
3155,路线,7
3161,司机,7
3207,1900,7
3212,那里,7
3243,记住,7
3270,一期,7
3301,模拟考试,7
3429,试用,7
3439,人均,7
3468,老哥,7
3549,上过,7
3550,肠梗阻,7
