,弹幕
1,我就这么写的 拿到工资了啊
2,你不写这句话离不了职，傻。
3,废话啊
4,本来也他妈拿不到
5,本来就不想拿钱
6,那怎么写呢？太监
7,250
8,？没教一下怎么写
9,已举报
10,那我不想做了离职该写啥
11,L
12,这是个低能儿
13,写老板长得丑可以么？
14,站着说话不腰疼，你不写个人原因单位不给你开离职证明
15,#修复泳帽
