,弹幕
1,公司会走的远吗？
2,所以公司应该注意秩序！而不是混乱
3,不混乱就不会被聚到一起
4,水太清，就是纯净水！有鱼吗！
5,每个人都有每个人的领袖！
6,这种事情应该找领袖啦
7,领导和领袖！差很远！
8,原来是这样
9,只有在中国韩国朝鲜这种垃圾国家才会玩这种权力游戏！
10,说得好，我选择跑路
11,确实！其实国内很多的公司，高管的个人利益和公司的利益是有可能相冲突的，反正公司不是他的
12,别把领导想的这么聪明
13,很多国企就是这样
14,领导大概是袁术
15,工厂发生的最多
16,大明白
17,我说呢原来是这样啊
18,这公司没前途的
19, 这种公司长久不了
20,公司不混乱要领导做什么
21,高
22,屁话
23,你这说法格局太小了吧
24,？？？
25,体制内是这样
26,操作空间呵呵
27,大明直呼内行!
28,？？？？
29,所以这样的公司早晚死。
30,所以公司倒闭了
31,请问老师 老板特别能装怎么破，心眼小，喜欢在自己的世界里，关键是作为一个老板，最基层的员工考勤有问题都要亲力亲为
32,因为领导弄好了也不多给钱
33,因为又不多挣钱
34,这种公司也就是早死晚死的事……
35,国企就这样
36,你是猪一旦的侄儿子吗？
37,扯淡呢
38,这种公司倒闭很快
39,你脑子坏了吧
40,你脑子坏了吧。
41,所以这样的公司做不大
42,小私企
43,。
44,这种公司早晚完
45,越团结越不需要领导
46,并没有什么卵用
47,这不过是领导自己搞出来的
48,搜嘎！
49,那请问那些天大地大的公司也这种？就没有那种高级点的领导？
50,因为领导也是卷入了斗阵。
51,一般国企正常现象
52,大清亡了
53,领导得累死
54,鸡骨头
55,这是公司还是社会？
56,我上班的公司就这样，刚刚破产了
57,瞎说
58,对的
59,船沉不沉重要吗，领导早就有游艇了，淹死的是会游泳的水手
60,什么逻辑
61,领导还在做梦
62,太真实了
63,小公司是这样的，建议可以去广告行业看看
64,这时候需要领导起到绝对作用
65,驭臣之术
66,瞎逼逼
67,始祖鸟
68,指桑骂槐，小心哟
69,又在暗示了
70,这破公司
71,建议个屁呢
72,原来是这样
73,up纸上谈兵
74,关我吊事
75,那这只是很低级的吧
76,等你们做了老板和领导再说
77,不倒闭？
78,领导永远是最后一个知道公司要破产的人
79,始祖鸟
80,放屁
81,尽TM扯淡
82,帝王权术
83,瞎说。
84,项目是3年不上线，没人崔
85,这样的公司不去也罢，一条要沉的船
86,这样的公司早离了吧
87,扯淡
88,换公司把
89,这种公司就是早死和晚死的节奏
90,呵呵！这种公司如果不是事业编就快跑吧？
91,所以，我就辞职了，没多久，上一家就倒闭了
92,扯尼玛蛋
93,这种公司我就呵呵了。我觉得年轻该有意见，该有想法就是去要表达。
94,万恶的中国公司
95,一个loser教大家怎么做？
96,因为。。荣耀剑下取，均衡乱中求
97,电池鼓包的原因有以下几种：1.长时间充电，充电器不拔出来。2.多次用不同型号的充电器充电。3.充电器不规律性频繁拔插。4.充电电压不稳。5.国内外标准不同6.两个以上的充电器一起工作。7.直流电和交流
98,第一份工作的公司就是这样，超级超级乱，还勾心斗角，同事吵了多少次都没用
99,太对了
100,不赞同
101,乱到一定程度就刹不住车了，一刹车车就要翻
102,年轻人多的公司，情感方面更乱
103,这样公司早晚会被别的公司吞掉，破产
104,垃圾，也就管几个人
105,都是帝王心术，不过也是混乱根源。
106,所以很多企业活不长
107,为人治留下空间
108,国企铁律
109,太真实了
110,这种厚黑学大家千万不要学，就是渣渣。
111,真的哎，竞争激烈只能服从
112,这事熟悉啊
113,真实
114,我们公司就是这样的，权责分配全靠领导一句话，功劳只给拍马屁或是漂亮员工。能力很强不拍马屁的人总干活没功劳
115,既得利益者
116,一脚踹死你
117,扇死你
118,扇死你
119,特意答了大会员回来骂你
120,想给你嘴巴子
121,扯淡
122,国企
123,国企
124,这样公司走不长远
125,越混乱领导越好维系他的统治。
126,管不了
127,水至清则无鱼，这话向来不理解，水至清则无野鱼，自己养的鱼水至清也少不了
128,扯淡
129,扯淡扯淡
130,混水摸鱼啊
131,法治还是人治
132,那这个势力完蛋了
133,秒啊
134,这些就是现在的垃圾工厂
135,帝王术
136,太有道理
137,真正的流程化规则化法制化就是去中心化
138,这公司不跑待着干什么
139,所以这样的公司我走了
140,这样的公司能走多远呢
141,原来如此！
142,胡說八道
143,真实
144,不乱怎么捞钱？
145,？？？？？？？
146,有道理
147,说的很真实
148,一本正经胡说八道
149,太真实了
150,别扯了
151,歪门邪道啊
152,呵呵
153,放屁
154,S。       B
155,管不了
156,胡说八道
157,这个up很多东西都是传统文化里的糟粕，看看就行了，别太当真。这样的企业怎么能更好的发展呢？
158,因为他们就是混乱的根本
159,你这是在影射当代，
160,果然是张家人不明白
161,没觉得啊
162,不懂
163,垃圾公司应该倒闭
164,这种员工就应该辞掉
165,套路
166,小公司吧
167,？
