,弹幕
1,恩恩
2,主要是不穿这么一身没法有效治疗吧
3,学手艺
4,被骗进来
5,只羡大哥每一天
6,我看过类似题材的
7,这个剧情我看过
8,瘫痪警告
9,通畅这个词用的有水平
10,我也可以
11,这样扳腰，老师会杀了你的，谋杀类手法
12,这不是成龙给利智按摩吗？
13,这TM不是柔道吗！
14,这TM不是柔道吗
15,爽
16,我就是来学手艺的
17,按摩穿黑丝短裙？
18,我想干。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。这种工作
19,我想当按摩师
20,见封进
