,弹幕
1,没吃饭吧
2,使劲编明明旋挖钻在抖土 欺负外行人 举报
3,那也不是它干的活啊，重点是旁边就有一台挖机
4,没吃油，没力气
5,来台912的头破。
6,是为了敲碎方便运输清理吧?
7,牙全歪了
