,弹幕
1,好美呀
2,比我一个月工资都多了
3,神不算多
4,三连，求教程
5,？？
6,求教程昂
7,已三连～求～
8,不算多。。。
9,求私
10,求推荐
11,求教程
12,求教程
13,恭喜，恭喜呀！副业真好啊！
14,求教程
15,求教程
16,哈哈
17,学教程
18,什么凡尔赛啊？
19,已经三连
20,三连 求教～
21,？
22,这还不算多
23,大意了，超级多好么
24,这还不多啊？
25,呵呵
26,已三连，求教程
27,这还不多？？
28,嗓音天生的
29,已三连，求教程
30,可能不算多
31,不多？
32,《？不多》
33,多了 多了 
34,我在想我怎么把两万借款还了，什么时候才会有九千啊啊啊
35,怎么可能不多
36,可能不算多。
37,大家太强了，打扰了
38,求教程求教程up主
39,求教程呀up主
40,不多吗
41,没有这个条件呀
42,咋不多，操
43,副业。。。
44,膜拜啊
45,好多
46,《》不算多
47,凡尔赛
48,你以为是个人就能做的吗？
49,求教程
50,很多了，声甜人美，工资高啊
51,多！！！
52,不算多？
53,这还不多？
54,这声音确实还是不错的
55,《副业》 《可能不算多》
56,中国6亿人月收入不到1000块
57,想要教程！谢谢
58,非常多！！！
59,求教程，姐姐
60,这么多
61,好多啦
62,我一个月才4000
63,本来就不多……
64,老凡尔赛了，9000+还不算多
65,看得起谁呢
66,？
67,有学习的视频吗
68,有开始时学习的视频吗？
69,已三连，求教程。
70,多啊
71,求入门
72,凡尔赛
73,你是哪个声音？
74,关注了求教程
75,卖配音课？
76,已经三连啦
77,已关注
78,求教程
79,求教程呀
80,声音好听
81,月入不到1000的飘过
82,流弊
83,很漂亮
84,不少了
85,求教程
86,已三连，求教程
87,求教程
88,副业？？？？？？
89,求指教
90,多哦
91,收米！
92,666
93,《可能不算多》
94,求教程，一连三连了
95,明明可以靠脸蛋，非要靠声音
96,求教程
97,我三个月工资
98,赘婿的雅居团队的声优集体播放的 赘婿很好听
99,求教程
100,？？？
101,不算多？
102,小姐姐，发个教程吧。
103,求教程
104,怎么做有声书呢
