href,时长,名称,BV号,播放量,弹幕数,up主,up主id
https://www.bilibili.com/video/BV1t5411J7UZ,09:59,那些让你卧槽到怀疑人生的b站视频！,BV1t5411J7UZ,233.3万,1.8万,阿扶frits,27880221
https://www.bilibili.com/video/BV1pi4y1c77Z,02:32,一不小心把嫂子照顾到床上了,BV1pi4y1c77Z,233.2万,5726,互动学法,1507944372
https://www.bilibili.com/video/BV16K4y1p7XY,00:47,男生最伤小蝌蚪的10个行为,BV16K4y1p7XY,232.3万,3039,比一一一比,605685871
https://www.bilibili.com/video/BV1dr4y1P7iF,07:58,英国小伙：都在喷BBC，我看不下去了！,BV1dr4y1P7iF,230.4万,1.3万,木西AlexanDENG,38448327
https://www.bilibili.com/video/BV1NN411971z,00:23,去网吧真要保护好自己,BV1NN411971z,229.8万,573,广州交通电台,513395871
https://www.bilibili.com/video/BV1By4y117Fd,06:04,如何干净利索的拒绝别人？4种高情商方法超有效！试过1次就上瘾！拒绝别人的感觉太爽啦～,BV1By4y117Fd,228.1万,8966,超酷的一一,31271589
https://www.bilibili.com/video/BV12X4y1K7Bz,09:27,韩国人的泡菜尊严，被一个山东小镇吊打了【神奇小镇01】,BV12X4y1K7Bz,227.1万,2.2万,厂花蛋蛋姐,4134324
https://www.bilibili.com/video/BV1Gy4y1v7uE,07:37,【童姥】揭秘人体交易黑市：你死了，比活着更值钱--黑产揭秘020,BV1Gy4y1v7uE,225.1万,8994,童姥-女孩别怕,66605322
https://www.bilibili.com/video/BV1py4y1v7xf,05:34,王冰冰：靠颜值能走多远，解析与流量网红最大不同,BV1py4y1v7xf,221.4万,4.7万,师兄李一,517937049
https://www.bilibili.com/video/BV1JX4y157zG,01:53,我做传统手艺被邻家姐姐看到了，违法吗,BV1JX4y157zG,221.2万,3219,长安法律在线,426732823
https://www.bilibili.com/video/BV1FA411g7Me,08:27,【童姥】你觉得：女孩被喜欢的人强奸了会高兴吗？,BV1FA411g7Me,219.4万,1.1万,童姥-女孩别怕,66605322
https://www.bilibili.com/video/BV1mp4y1n7t5,00:35,我每天偷偷背着界碑往前挪一米违法吗？,BV1mp4y1n7t5,218.0万,782,侯朝辉律师,41976200
https://www.bilibili.com/video/BV1Qf4y1k7df,07:37,郑爽是女权先锋？张碧晨是舔狗？华晨宇是好爸爸？张恒是好爸爸？,BV1Qf4y1k7df,211.4万,3.5万,路温1900,414336759
https://www.bilibili.com/video/BV1jr4y1M7WP,01:31,安徽植物人男孩卧床3年多，相恋7个月女友不放弃，现状令人落泪,BV1jr4y1M7WP,210.1万,2399,每日新鲜事儿,1674866915
https://www.bilibili.com/video/BV1wr4y1K7Uw,01:03,女生被男生抱抱时的生理反应,BV1wr4y1K7Uw,208.9万,1766,比一一一比,605685871
https://www.bilibili.com/video/BV1sN411o7ad,08:03,葡萄牙博主穿汉服被韩国人围攻，中国网友的声援笑裂了，韩媒炒作太极旗又被打脸,BV1sN411o7ad,207.0万,1.2万,阿柚-不错哦,627744686
https://www.bilibili.com/video/BV14y4y1m7Gp,02:34,26年前，那个在警察父亲葬礼上哭泣的小男孩，如今也牺牲了,BV14y4y1m7Gp,206.8万,1.2万,了不起De中国人,404194769
https://www.bilibili.com/video/BV1xr4y1T7JJ,07:19,Baby怒劈黄教主：明星离婚背后的名利场【牛顿】,BV1xr4y1T7JJ,202.2万,2669,牛顿顿顿,303740257
https://www.bilibili.com/video/BV13T4y1N7vi,08:38,一年交往30多个男人捞一亿，她就长封面这样,BV13T4y1N7vi,198.2万,8337,米茶心理,526626097
https://www.bilibili.com/video/BV17y4y1Y7HH,09:52,UP亲身经历，网络租女友服务，收费2800，结果竟是......,BV17y4y1Y7HH,197.3万,1.3万,韭菜实验室,329519036
https://www.bilibili.com/video/BV15X4y1K7o2,08:25,罕见的连体双胞胎，共用一个身体！有了伴侣该怎么办？,BV15X4y1K7o2,196.2万,1752,解说小哥迈克斯,667021215
https://www.bilibili.com/video/BV1nz4y1276W,01:01,男生肾虚的十大表现,BV1nz4y1276W,195.1万,3468,小黄鸡鸡鸡鸡鸡鸡,302108580
https://www.bilibili.com/video/BV1bf4y1y73B,04:27,卖国贼、财色奢靡：东风31导弹泄密，两名间谍被枪决,BV1bf4y1y73B,194.6万,2917,老三无戏言,14065484
https://www.bilibili.com/video/BV1iv411e7rN,01:04,树烧着了，草烧着了，我也烧着了，抗美援朝老兵一—涂伯毅,BV1iv411e7rN,193.8万,1.2万,励志-爱国情,501879357
https://www.bilibili.com/video/BV1JV411B7jG,09:14,“外国人能搞的，难道中国人不能搞？”|老洋房里的历史故事,BV1JV411B7jG,191.1万,8592,王骁Albert,52165725
https://www.bilibili.com/video/BV1vo4y1R791,01:03,英国打工人,BV1vo4y1R791,190.4万,191,宝哥在英国,503984205
https://www.bilibili.com/video/BV1MX4y1579J,01:40,罕见！新物种竟然以两位娱乐圈明星名字命名，凭什么呢？,BV1MX4y1579J,188.0万,6472,浙江城市之声,675972806
https://www.bilibili.com/video/BV1Z5411n7Gc,07:11,因为不想上战场，他们主动参加了反人类实验【人体探索一】,BV1Z5411n7Gc,187.6万,6205,我是EyeOpener,43645887
https://www.bilibili.com/video/BV1wv41147EB,01:03,现场！臭名昭著的香港黑记上街被市民一拳爆头 打翻在地鼻血直流,BV1wv41147EB,183.1万,2524,国防时报TV,189866857
https://www.bilibili.com/video/BV15K4y1n7Vj,07:41,血盲盒踩了国人底线！仗快乐之名行凶，我要爆粗！！,BV15K4y1n7Vj,181.4万,1.6万,消瘦代表,108876708
https://www.bilibili.com/video/BV1mv411x7Ez,02:46,德国设计的纸箱搬家能用近20年，中国纸箱只能用几年？秘诀是啥,BV1mv411x7Ez,180.1万,4891,德国人Leo乐柏说,146979897
https://www.bilibili.com/video/BV1gU4y1W7q1,07:25,比印度还多？瑞典为何沦为了“强奸之国”【世界观察】,BV1gU4y1W7q1,179.2万,1.0万,利利川,11799651
https://www.bilibili.com/video/BV1eo4y1d7K6,02:56,我打算办所“大学”？永久“免费公开”的课程共享企划,BV1eo4y1d7K6,174.1万,1151,_碳十二_,774729
https://www.bilibili.com/video/BV14T4y1P7Ca,09:46,【罗翔】我捡到了就是我的，捡到的东西就不算偷吧？,BV14T4y1P7Ca,173.4万,1.3万,罗翔说刑法,517327498
https://www.bilibili.com/video/BV1sV411t762,01:16,身体猝死的过程，保护自己，人人有责,BV1sV411t762,173.4万,1.2万,比一一一比,605685871
https://www.bilibili.com/video/BV1qy4y1h7nt,06:51,【辣笔小球】一个侮辱烈士的恶魔 希望更多人看到真相,BV1qy4y1h7nt,172.1万,2.0万,星霜酱,384123438
https://www.bilibili.com/video/BV1wr4y1T7U7,08:33,什么是信仰？27岁前为美造核弹，27岁后却甘愿为中国放牛！,BV1wr4y1T7U7,172.1万,8853,天才简史,213845897
https://www.bilibili.com/video/BV1j541177M9,00:43,男生十大敏感带排行,BV1j541177M9,171.6万,1323,科科_就很离普,95313268
https://www.bilibili.com/video/BV1EU4y1s7qx,06:53,清华才女高杏欣，帮美国破解中国北斗系统，如今还想回国发展？,BV1EU4y1s7qx,171.5万,7237,雪玥神秘谈,2073852843
https://www.bilibili.com/video/BV155411J7o6,03:02,一句话反杀营销号,BV155411J7o6,170.1万,2607,不正经老丝,378885845
https://www.bilibili.com/video/BV1Jp4y1p7Km,02:39,《我的区长父亲》,BV1Jp4y1p7Km,169.1万,4362,微风传,97735670
https://www.bilibili.com/video/BV1ap4y1x7xP,08:06,【罗翔】骗财犯罪我知道，骗色应该不算犯罪吧？,BV1ap4y1x7xP,168.2万,7151,罗翔说刑法,517327498
https://www.bilibili.com/video/BV13N411d7dq,09:03,【罗翔】打麻将把领导的钱都赢光是做自己还是低情商？读评论#6,BV13N411d7dq,166.9万,1.2万,罗翔说刑法,517327498
https://www.bilibili.com/video/BV1VX4y1N7Ga,01:15,B站最快从0到百万粉丝的UP主【比较排名】,BV1VX4y1N7Ga,165.0万,5100,江之岛绫小路,39112946
https://www.bilibili.com/video/BV1cf4y1k7Ab,08:16,【JUMP】“公主”姚安娜出道，娱乐圈迎来正道的光。,BV1cf4y1k7Ab,163.9万,5420,暴躁的仙人JUMP,651039864
https://www.bilibili.com/video/BV1AT4y1K7Pr,02:23,课堂前方高能，令人终生难忘！,BV1AT4y1K7Pr,163.5万,1157,广州禁毒,443285454
https://www.bilibili.com/video/BV1cf4y167ZD,01:29,李玫瑾-男女之间一旦发生过性关系，这很难解决问题！恍然大悟！,BV1cf4y167ZD,162.3万,939,李玫瑾育儿讲堂,303292147
https://www.bilibili.com/video/BV1oz4y1U7AH,09:54,永久会员是真是假？解密QQ刷钻的发展历程,BV1oz4y1U7AH,161.7万,9745,国电武术馆馆长,235630215
