href,时长,名称,BV号,播放量,弹幕数,up主,up主id
https://www.bilibili.com/video/BV1sA411W7gY,00:28,【ps教程】ps无痕修改文字,BV1sA411W7gY,32.1万,18,爱设计的小龙女,1895447416
https://www.bilibili.com/video/BV1J5411J75N,02:24,资深500强HR示范｜面试官希望你怎么做完美简历？,BV1J5411J75N,31.5万,60,求职救星瑞秋姐姐,471151393
https://www.bilibili.com/video/BV1pX4y1K7gM,00:16,作为水电工，切记不要诋毁同行，反而要更加‘尊重’,BV1pX4y1K7gM,31.2万,3,壹品水电,544288159
https://www.bilibili.com/video/BV1f54y1x7un,00:50,如何1分钟提取300个PPT文件名？类似场景也适用哦！,BV1f54y1x7un,30.5万,12,秋叶-PPT,335567719
https://www.bilibili.com/video/BV1Py4y1m7Qn,03:27,公务员体检 有几种病一旦得了 就前功尽弃了 还是要注意,BV1Py4y1m7Qn,30.3万,100,卡妹儿-,351190028
https://www.bilibili.com/video/BV1Ky4y1H73U,00:20,公司里大神太多，遇到这样的服不服？,BV1Ky4y1H73U,30.0万,8,编程老师十柒,602056099
https://www.bilibili.com/video/BV145411N7uK,09:15,省考面试87.2分高分大神模范作答，听完你也会！,BV145411N7uK,29.4万,558,大树公考,519942364
https://www.bilibili.com/video/BV16p4y1s7F9,00:36,敢当法定代表人的老板有多野？,BV16p4y1s7F9,27.8万,27,企业新思维,686700728
https://www.bilibili.com/video/BV1kf4y1r7HX,00:18,多要一千块钱的，不过分吧！,BV1kf4y1r7HX,27.6万,2,壹品水电,544288159
https://www.bilibili.com/video/BV1Hh411y7Q9,00:46,为什么现在的年轻人都不喜欢讨好领导了，因为不值得！,BV1Hh411y7Q9,27.5万,36,硬核吉旺说,1996722487
https://www.bilibili.com/video/BV1ov411x7zF,05:44,非你莫属节目录制现场，老板刁难求职者，反被求职者怼的哑口无言！,BV1ov411x7zF,27.4万,87,马峥鸣,543572851
https://www.bilibili.com/video/BV1gv411Y7HW,09:02,【柳公子】卷不动了，告辞：拒绝内卷式竞争,BV1gv411Y7HW,27.0万,2491,柳公子说,10457071
https://www.bilibili.com/video/BV1a5411n7c3,06:09,补考两次的女学员，参加复训进行科目三模拟考试，把教练气得冒烟,BV1a5411n7c3,26.8万,515,老实的刘教练说车,672416566
https://www.bilibili.com/video/BV1uh411174u,00:24,【ps教学】老板在外地签不了字？没关系，这一招搞定签字烦恼,BV1uh411174u,26.6万,12,ps每日小课堂,518656772
https://www.bilibili.com/video/BV15T4y1N7mq,02:58,红盟成立二十周年，黑客大佬们发来祝贺视频！,BV15T4y1N7mq,26.5万,374,林勇Lion,637327408
https://www.bilibili.com/video/BV1BX4y1G7a1,07:31,吕布：论职场的职业规划与人品。以及做事的长远战略。,BV1BX4y1G7a1,25.0万,129,以古为镜老汪,1215892713
https://www.bilibili.com/video/BV1Xv4y1f75J,00:16,又来了个面试的，周围人都说干的漂亮，老板却想换铁件再试,BV1Xv4y1f75J,23.9万,7,模具技术社,1928240084
https://www.bilibili.com/video/BV1ch411173S,00:28,画完CAD图纸，客户不想付钱偷图怎么办？,BV1ch411173S,23.4万,28,3Dmax设计教学,430443132
https://www.bilibili.com/video/BV1tA411u7xu,00:44,千万别再用身份证注册公司了,BV1tA411u7xu,23.3万,46,坤哥职场,476747885
https://www.bilibili.com/video/BV1xh41127F3,00:39,当80后90后00后，被老板通知加班的时候，她们有什么不同的反应呢,BV1xh41127F3,23.0万,37,会计职场,699213714
https://www.bilibili.com/video/BV1Yz4y1z7ru,00:20,Word快速对齐文字内容,BV1Yz4y1z7ru,22.9万,5,Excel办公教程,609052399
https://www.bilibili.com/video/BV1QA411H7ss,01:26,90后小伙创业卖“云朵”，一年寄出20多万朵，销售额超百万,BV1QA411H7ss,22.8万,114,Max创意公元,12177425
https://www.bilibili.com/video/BV1Xr4y1P78A,00:36,文字和数字混在一起怎么求和呢？,BV1Xr4y1P78A,22.6万,63,山竹Excel表格教学,670562659
https://www.bilibili.com/video/BV1wh411k7f9,05:12,上班不“摸鱼”，是我30岁之前犯的最大错误！【扬观察（一）】,BV1wh411k7f9,22.4万,380,弗兰克扬在B站,1456529052
https://www.bilibili.com/video/BV1y54y1p7uy,06:49,大学生不知道五险一金是什么？找工作一定会被坑！,BV1y54y1p7uy,22.4万,564,爱读书的King,294086042
https://www.bilibili.com/video/BV1pK4y1H7JZ,00:14,这就是水锤效应,BV1pK4y1H7JZ,22.2万,8,壹品水电,544288159
https://www.bilibili.com/video/BV1m5411E7Wj,09:07,如何成为业绩世界第一的爱马仕销售,BV1m5411E7Wj,22.1万,615,京城小雷ALEX,486588320
https://www.bilibili.com/video/BV1fK4y1E7uZ,00:19,狡猾的水电工,BV1fK4y1E7uZ,22.1万,5,壹品水电,544288159
https://www.bilibili.com/video/BV1dr4y1K7wW,01:22,我不会喝酒，领导跟我敬酒我怎么办？,BV1dr4y1K7wW,21.9万,283,公务员干货,491307403
https://www.bilibili.com/video/BV19f4y1z7Lf,01:23,喜马拉雅发工资啦，1月份提现9381.39,BV19f4y1z7Lf,21.4万,104,好学播音,691007239
https://www.bilibili.com/video/BV1iz4y167aa,01:13,在拼多多公司上网，是一种什么体验？,BV1iz4y167aa,21.3万,17,怪木西西爱吃麻辣烫,88225156
https://www.bilibili.com/video/BV1Yv411Y7gi,04:01,【谢老师】还在浪费应届生身份？资深HR劝你千万别这么干,BV1Yv411Y7gi,21.2万,79,谢老师的日常,544434859
https://www.bilibili.com/video/BV1FK4y1Q7Ei,00:22,链条活动扣，设计太巧妙了，即牢固又方便安装。,BV1FK4y1Q7Ei,20.7万,5,神奇自动化,496147436
https://www.bilibili.com/video/BV1rX4y1N7Y4,00:28,听说手术室护士最讨厌我这样的医生,BV1rX4y1N7Y4,20.7万,286,普外科曾医生,410558000
https://www.bilibili.com/video/BV14A411M7Bx,02:39,B站千万播放能赚多少钱？,BV14A411M7Bx,20.7万,212,陈老师敲黑板,363852103
https://www.bilibili.com/video/BV1Jz4y167be,03:04,饭局中如果你不是重要人物，提前走不要和一桌人道别，丢人能丢大,BV1Jz4y167be,20.6万,197,职场小咸鱼,471285754
https://www.bilibili.com/video/BV1qV411i7MN,1:17:38,【直播录像】如何成为一名配音演员（关于配音的交流第一期）,BV1qV411i7MN,20.6万,947,林簌SUSU,7223194
https://www.bilibili.com/video/BV1Ry4y1Y7S2,01:02,判断推理的解题方法,BV1Ry4y1Y7S2,20.4万,77,公务员干货,491307403
https://www.bilibili.com/video/BV1Pb4y1R7ak,01:13,新人up主必看！这一步让你不再几十播放！！！,BV1Pb4y1R7ak,20.1万,185,弈浅kianye丶,57797019
https://www.bilibili.com/video/BV18K4y1p7mu,00:16,居然还有这种操作,BV18K4y1p7mu,19.7万,3,壹品水电,544288159
https://www.bilibili.com/video/BV1kT4y1N7J9,00:16,两挖机师傅今谁敲碎了谁请客，反正不是自已的机器,BV1kT4y1N7J9,19.6万,7,神州机械APP,1820482312
https://www.bilibili.com/video/BV1rK4y1H7Xk,01:27,公司很乱，为什么领导却无动于衷,BV1rK4y1H7Xk,19.5万,167,张燚伟,690661734
https://www.bilibili.com/video/BV1BU4y14742,00:28,离职原因千万别写这句话,BV1BU4y14742,19.1万,15,马俊哲律师,1993043920
https://www.bilibili.com/video/BV1BT4y1P7GD,00:15,这是全网最好的！,BV1BT4y1P7GD,18.9万,6,UG模具设计UG编程教学,423539225
https://www.bilibili.com/video/BV1fA411u74L,03:16,收藏不亏｜我们做了个终身纯净版编程自学网｜一站式从学习到求职,BV1fA411u74L,18.9万,780,求职救星瑞秋姐姐,471151393
https://www.bilibili.com/video/BV1if4y167CZ,01:03,开一个菜鸟驿站能挣多少钱？,BV1if4y167CZ,18.8万,37,斜杠青年说创业,672604526
https://www.bilibili.com/video/BV1So4y1d7Ls,07:20,扣1965分的女学员后续，这次科目三扣了840分，网友：进真大,BV1So4y1d7Ls,18.7万,356,老实的刘教练说车,672416566
https://www.bilibili.com/video/BV1Sy4y117yV,00:15,为什么很少有程序员炫富？,BV1Sy4y117yV,18.6万,39,编程老师十柒,602056099
https://www.bilibili.com/video/BV1hy4y1n7tU,00:18,到底是谁的责任,BV1hy4y1n7tU,18.6万,5,壹品水电,544288159
https://www.bilibili.com/video/BV1ry4y1m7Y2,00:39,【ps教程】ps去掉大型水印,BV1ry4y1m7Y2,18.5万,64,ps每日小课堂,518656772
https://www.bilibili.com/video/BV1Co4y1o7e7,01:41,领导套路你，让你评价同事，三招脱险让领导笑起来,BV1Co4y1o7e7,18.3万,79,张燚伟,690661734
https://www.bilibili.com/video/BV1Fr4y1T745,00:22,再见了传统小厨房！,BV1Fr4y1T745,18.1万,48,阿多比室内设计工作室,471664269
https://www.bilibili.com/video/BV1fX4y1G7UH,03:28,最全解析：一旦被问到离职原因，千万不要这么说……,BV1fX4y1G7UH,17.9万,200,大魔王NOVA聊职场,66878451
https://www.bilibili.com/video/BV1ET4y1N7My,06:12,年底跳槽必看！前大厂HR教你如何谈面试薪资，工资轻松涨100%！,BV1ET4y1N7My,17.2万,84,糖姨的小喜悦,396599607
