href,时长,名称,BV号,播放量,弹幕数,up主,up主id
https://www.bilibili.com/video/BV1a541177MC,04:52,当中国网络沙雕流行语“男同竟是我自己”传入日本，日本网友反应亮了！,BV1a541177MC,55.5万,2538,24岁的黑崎,517608713
https://www.bilibili.com/video/BV1f5411E7v3,05:59,假期作业堆成山？教你利用作业完成弯道超车！北大学姐分享,BV1f5411E7v3,55.2万,8909,叫饼饼儿,508500385
https://www.bilibili.com/video/BV1zf4y1r7yk,00:53,【日语学习】 日语中男女用语的差异，你能接受吗？,BV1zf4y1r7yk,54.1万,144,日语入门笔记,607249381
https://www.bilibili.com/video/BV1Yo4y1d7uh,04:00,毛时代的工人是怎样的？,BV1Yo4y1d7uh,53.6万,2323,全世界最可爱的金轮,433967666
https://www.bilibili.com/video/BV1mp4y1p7CJ,5:05:53,【76精华合集 • 最牛保姆式听力训练】一个月内彻底提升你的英语听力，达到同声传译大神水平！,BV1mp4y1p7CJ,53.5万,342,YouTube英语精选,483301783
https://www.bilibili.com/video/BV1Zh411y7eU,1:33:30,【英文晨读15分钟】一个人alone学英语（2021年版 | 持续更新）,BV1Zh411y7eU,52.5万,264,YouTube口语精选,454755309
https://www.bilibili.com/video/BV1n541177jb,03:34,五国语言小姐姐｜小语种自学怎么选？你最适合哪种？,BV1n541177jb,52.4万,380,贝儿Belinda,2075997933
https://www.bilibili.com/video/BV1Da4y1n7SZ,04:15,一看就会！专治不会写作文开头,BV1Da4y1n7SZ,51.3万,2332,杨真直,547173382
https://www.bilibili.com/video/BV1by4y127u5,06:12,"辅导员说必须要签三方协议,不然拿不到毕业证,真的是这样吗？三方协议很重要,一定要找好工作在签！",BV1by4y127u5,50.5万,483,爱读书的King,294086042
https://www.bilibili.com/video/BV19z4y127ca,08:50,高三物理总复习－必修一－力的动态平衡,BV19z4y127ca,50.5万,519,物理魔法使哈娜酱,3009298
https://www.bilibili.com/video/BV1iT4y1T74m,04:26,应届生身份太香了！大四随便找份工作应付学校交差?学长劝你千万别这么干！,BV1iT4y1T74m,50.5万,605,爱读书的King,294086042
https://www.bilibili.com/video/BV1pU4y147iU,01:32,【静静教主】放假不想学习？安利4个让你忍不住想打开学习的APP,BV1pU4y147iU,50.4万,132,静静教主,335772243
https://www.bilibili.com/video/BV1m5411n77w,01:19,【日语】学日语先从骂人学起，教你优雅的用日语讲脏话,BV1m5411n77w,50.3万,843,小小番茄学姐,687151693
https://www.bilibili.com/video/BV15A411g764,2:46:28,【高考】450到684，这可能会是你看的最后一个学习方法视频！,BV15A411g764,49.8万,9068,树林同学-,373103803
https://www.bilibili.com/video/BV1D5411n7hq,05:23,【历史年级第一】教你“纠结型”选择题【不用背！！】的破局法,BV1D5411n7hq,48.1万,1829,中文系五匪子,7920565
https://www.bilibili.com/video/BV1Qy4y1176T,03:16,【学 你 妈】,BV1Qy4y1176T,47.8万,524,姽婳haoe,475369185
https://www.bilibili.com/video/BV1To4y1o7v1,03:51,这道题四分多钟，如果听懂了，一元二次方程的中考题就八九不离十了,BV1To4y1o7v1,46.5万,752,曼辰数理化,395591089
https://www.bilibili.com/video/BV1xt4y167Vo,07:11,教你十天背单词的正确方法，十天后你就成仙了！,BV1xt4y167Vo,46.0万,955,世纪启航教育,521206626
https://www.bilibili.com/video/BV1sV41187dX,09:23,学习就要像奸商一样学习！,BV1sV41187dX,45.5万,1919,温柔JUNZ,265059948
https://www.bilibili.com/video/BV1ov4y1f7Cq,08:33,最省钱考研书单【405分工科学姐】300块搞定所有！,BV1ov4y1f7Cq,44.3万,491,空卡空卡空空卡,16671656
https://www.bilibili.com/video/BV1Eo4y197CD,01:31,中国学生常犯错误（2）,BV1Eo4y197CD,43.8万,294,AlexThomas,552026468
https://www.bilibili.com/video/BV16K4y1W74J,05:36,宅家学习效率低？这3个误区保证你全中！北大学姐经验分享,BV16K4y1W74J,42.2万,4327,叫饼饼儿,508500385
https://www.bilibili.com/video/BV1cf4y1r7r7,09:11,这也太中二了吧?! 盘点英雄联盟里那些帅哭了的技能翻译。【联盟英语】,BV1cf4y1r7r7,42.1万,3120,格雷的英语,591610354
https://www.bilibili.com/video/BV1Tv41147cF,02:59,奇怪! 别直接叫老师Teacher ! | Chinglish错误,BV1Tv41147cF,40.1万,409,帅山姆先生,642892779
https://www.bilibili.com/video/BV18V411B7gM,00:37,【刘晓艳】孩子奶奶，重出江湖！,BV18V411B7gM,39.9万,68,高教考试在线,364680842
https://www.bilibili.com/video/BV1GK4y1W7Qc,4:08:06,【英语】原版英文动画，绝佳的口语素材（100集）,BV1GK4y1W7Qc,39.6万,763,刘刘是书蠹,436215650
https://www.bilibili.com/video/BV1cU4y1s7ty,00:23,刚查的考研成绩，总分454，两科满分！【速来吸考神之气！！！】,BV1cU4y1s7ty,39.4万,3967,空卡空卡空空卡,16671656
https://www.bilibili.com/video/BV1KK4y1H7jP,02:30,读书的意义,BV1KK4y1H7jP,39.4万,65,公务员干货,491307403
https://www.bilibili.com/video/BV18N411o79K,02:19,学习的底层逻辑是什么？,BV18N411o79K,39.2万,264,鹤老师说经济,493805437
https://www.bilibili.com/video/BV1E54y1W74e,03:04,【全程高能】三分钟看完高中所有化学实验,BV1E54y1W74e,38.9万,793,氪化金,397633962
https://www.bilibili.com/video/BV1xK4y1W7ZF,01:10,教了十年英文，看不懂小学题目,BV1xK4y1W7ZF,38.7万,149,免子队长油百万,17996988
https://www.bilibili.com/video/BV1Gr4y1A7w7,00:50,张雪峰：什么样的人适合去北京？光有梦想吗？,BV1Gr4y1A7w7,38.2万,23,考研发展,514256503
https://www.bilibili.com/video/BV1C5411n7VG,03:14,【韩语】当我看多了韩剧，我的口头禅就变了，韩国人每天说五遍的韩语口语,BV1C5411n7VG,38.2万,944,躺着学韩语,1448364925
https://www.bilibili.com/video/BV1er4y1P7aK,08:01,【考研复试还原】我们还原了一场考研复试，又一次！,BV1er4y1P7aK,37.9万,1105,中公考研网校,405279108
https://www.bilibili.com/video/BV1bN411d7zx,01:41,八省联考，400万人一张卷，老师亲测试卷难度！谁说这是阳间卷？,BV1bN411d7zx,37.8万,288,海淀许老师,85361061
https://www.bilibili.com/video/BV1Yp4y1x7jf,6:30:01,哈佛心智训练课，15天看见效率翻倍的自己,BV1Yp4y1x7jf,37.1万,1175,是木子阳啊,397088224
https://www.bilibili.com/video/BV1e54y1s7AC,6:58:15,【英语语法全程课】零基础适用（全集50讲）,BV1e54y1s7AC,37.0万,1314,英语喵Felicity,86635269
https://www.bilibili.com/video/BV1mh411C7SW,05:58,在top2大学排名第一又怎么样，我还是个失败者,BV1mh411C7SW,36.7万,1293,五道口残酷史,491254344
https://www.bilibili.com/video/BV1Ct4y1B7zr,02:16,最好用的5个英语学习APP｜五国语言小姐姐推荐,BV1Ct4y1B7zr,36.2万,159,贝儿Belinda,2075997933
https://www.bilibili.com/video/BV1vX4y1P7rW,03:25,切割地磁场,BV1vX4y1P7rW,36.1万,287,旧日战士,20203471
https://www.bilibili.com/video/BV1RV411476e,3:58:25,每天一篇《经济学人》 | 中英对照（ 2021年1月合集）持续更新,BV1RV411476e,36.1万,2317,荟呀荟学习,62986950
https://www.bilibili.com/video/BV1554y147M7,09:47,【范文来啦 || SCI论文解析 】全是亮点 ||  源于数据高于数据,BV1554y147M7,35.8万,93,龙王山小青椒,355646031
https://www.bilibili.com/video/BV1Zy4y127FE,00:42,高等数学HIP,BV1Zy4y127FE,35.4万,1441,YInkyOfficial,5034200
https://www.bilibili.com/video/BV1Vz4y1U7tg,05:16,哈哈没想到吧！我在b站学语文！b站靠谱的作文素材推荐,BV1Vz4y1U7tg,34.5万,577,林耀钳,2877695
