,词语,次数
3450,友情,2
3451,提醒,15
3452,老爷,1
3453,爷们,1
3454,离婚,5
3455,哼哼,4
3456,拍得,1
3457,女性,24
3458,偏细,1
3459,男性,4
3460,宏观,2
3461,两种,1
3462,特例,1
3463,同用,1
3464,明,9
3465,事理,1
3466,蛋,10
3467,挨,3
3468,他用,2
3469,钢筋,2
3470,￼,1
3471,偏见,2
3472,障碍,2
3473,好坏,6
3474,常识,2
3475,泄,2
3476,压,8
3477,阀,2
3478,家用,3
3479,厕所,5
3480,脏,4
3481,月工资,11
3482,神,22
3483,不算,46
3484,求教,27
3485,昂,3
3486,求,20
3487,私,3
3488,恭喜,18
3489,副业,5
3490,嗓音,1
3491,天生,4
3492,《？,1
3493,借款,1
3494,九千,1
3495,打扰,4
3496,条件,18
3497,操,3
3498,声,12
3499,1000,7
3500,块,8
3501,4000,8
3502,9000,1
3503,看得起,2
3504,时,23
3505,入门,1
3506,哪个,23
3507,月入,3
3508,流弊,3
3509,很漂亮,2
3510,不少,10
3511,指教,1
3512,一连,1
3513,脸蛋,1
3514,非要,10
3515,赘婿,2
3516,雅,1
3517,居,1
3518,声优,4
3519,集体,4
3520,有声,2
3521,有声书,1
3522,典型,9
3523,资本,66
3524,资本家,48
3525,本家,49
3526,嘴脸,7
3527,理所应当,2
3528,所应,2
3529,应当,2
3530,7,27
3531,比登,1
3532,关,42
3533,老猪,1
3534,猪狗,1
3535,喝酒,36
3536,没权,2
3537,严格,16
3538,公会,2
3539,会管,2
3540,上进,4
3541,有效,4
3542,有效率,1
3543,效率,16
3544,比如,20
3545,家长,3
3546,赌博,13
3547,好事,4
3548,宿舍,54
3549,宿舍区,8
3550,不该,4
3551,堵,4
3552,脖,2
3553,施,1
3554,辩,3
3555,者,11
3556,世世,1
3557,世间,1
3558,言辞,1
3559,慧,2
3560,口,8
3561,瑕,1
3562,秽,1
3563,闻,6
3564,喜悦,2
3565,莫不,1
3566,戴,8
3567,仰,1
3568,吐口,4
3569,痰,5
3570,丑恶,4
3571,丑恶嘴脸,2
3572,酒桌,9
3573,酒桌上,1
3574,胡吃海喝,1
3575,这话,14
3576,人人,5
3577,之余,4
3578,毕,3
3579,做不了,6
3580,吸血,8
3581,吸血鬼,7
3582,严,6
3583,那种,22
3584,玻璃,15
3585,四川人,1
3586,很烦,3
3587,麻将,9
3588,爸妈,5
3589,天天,30
3590,饼,4
3591,画圆,1
3592,反手,1
3593,小姨,3
3594,小姨子,2
3595,上头,3
3596,岗位,22
3597,舍里,1
3598,辞退,8
3599,清新,2
3600,脱俗,1
3601,理由,12
3602,后,47
3603,咯,16
3604,工厂,15
3605,每,7
3606,股份,4
3607,主动,10
3608,何不,6
3609,食肉,2
3610,肉糜,2
3611,做工,5
3612,恶意,6
3613,典,4
3614,全天,2
3615,干活,14
3616,吃出,3
3617,打牌,4
3618,消遣,1
3619,赌钱,4
3620,术,15
3621,看不起,7
3622,起工,2
3623,工人阶级,3
3624,阶级,7
3625,登,3
3626,灯,9
3627,副厂长,1
3628,姓,5
3629,曹,12
3630,就让,6
3631,到底,22
3632,属于,6
3633,旺,6
3634,算是,11
3635,佃农,1
3636,不容,14
3637,容易,48
3638,雀,1
3639,凤凰,1
3640,投机,3
3641,投机商,1
3642,商人,1
3643,开讲,1
3644,讲座,2
3645,精,3
3646,资,3
3647,课堂,2
3648,赌,4
3649,势不两立,1
3650,两立,1
3651,总经理,2
3652,理当,1
3653,某人,1
3654,轮到,2
3655,土豪,3
3656,巴不得,4
3657,阶层,1
3658,卖命,3
3659,呸,12
3660,你家,8
3661,家住,1
3662,海边,1
3663,打麻将,6
3664,警察,5
3665,毕竟,12
3666,心虚,6
3667,厂,10
3668,娱乐,5
3669,那时,5
3670,陪,19
3671,吊,7
3672,路灯,5
3673,皇帝,3
3674,不禁,1
3675,啥事,6
3676,劳动力,12
3677,动力,18
3678,并且,1
3679,追求,3
3680,挂上去,1
3681,工会,7
3682,害,13
3683,错,41
3684,习惯,24
3685,有心,3
3686,心思,4
3687,象棋,1
3688,总行,1
3689,一盘,1
3690,精气,1
3691,精气神,1
3692,心爱,1
3693,国企,28
3694,企业家,2
3695,红红,6
3696,红红火火,6
3697,红火,6
3698,恍恍惚惚,7
3699,恍惚,7
3700,惚,7
3701,飘,2
3702,做到,12
3703,贾,2
3704,巴,4
3705,不当,2
3706,一切,12
3707,百分百,2
3708,任何,12
3709,信任,5
3710,嘴角,1
3711,原话,1
3712,撒谎,9
3713,地主,7
3714,老财,1
3715,没什么,14
3716,住,18
3717,规矩,12
3718,痒,1
3719,合适,11
3720,沽名,1
3721,沽名钓誉,1
3722,钓誉,1
3723,贼,9
3724,反驳,4
3725,往上,3
3726,往上走,1
3727,剩余,8
3728,剩余价值,7
3729,栋梁,1
3730,聚赌,1
3731,出人命,1
3732,人命,3
3733,妥,8
3734,捧,2
3735,下班时间,1
3736,违法,6
3737,违法犯罪,1
3738,违背,2
3739,道德,5
3740,仲裁,11
3741,丑陋,1
3742,交给,4
3743,儿子,12
3744,咋啦,2
3745,水军,1
3746,家外,1
3747,外甥,2
3748,家,10
3749,打过,3
3750,封建,4
3751,家长制,1
3752,整天,1
3753,舔着,3
3754,脸,32
3755,猪,14
3756,周到,1
3757,善良,6
3758,普通工人,2
3759,通工,2
3760,丫,3
3761,老东西,1
3762,西都,3
3763,语气,2
3764,相,2
3765,难看,2
3766,未来,10
3767,着想,5
3768,能成,4
3769,负责,11
3770,有毒,4
3771,例如,1
3772,克,3
3773,炒股,4
3774,家种,1
3775,种地,4
3776,种子,1
3777,点数,1
3778,放松,7
3779,松下,1
3780,监督,1
3781,统治,2
3782,统治者,1
3783,时期,2
3784,打倒,1
3785,家丑,1
3786,996,45
3787,由,6
3788,心生,1
3789,怎样,10
3790,大饼,4
3791,将军,3
3792,的士,1
3793,士兵,3
3794,事关,1
3795,锤子,8
3796,工钱,2
3797,出发,2
3798,出发点,1
3799,发点,3
3800,顶级,2
3801,看好,6
3802,沙比,1
3803,训练,5
3804,聚众,1
3805,人愿,3
3806,当个,2
3807,上进心,1
3808,非机动,21
3809,非机动车,21
3810,机动,23
3811,机动车,22
3812,机动车道,21
3813,动车,32
3814,车道,32
3815,脚趾,7
3816,拇,2
3817,抓紧,2
3818,教练,180
3819,练气,2
3820,开车,36
3821,车门,3
3822,一档,10
3823,直线,30
3824,行驶,19
3825,这儿,9
3826,加减,5
3827,档,49
3828,二档,18
3829,zhei,1
3830,扣分,17
3831,回炉,2
3832,再造,1
3833,骂,71
3834,温柔,11
3835,太好了,18
3836,走错,2
3837,车,69
3838,多期,1
3839,唯一,5
3840,唯一一,1
3841,一一,6
3842,一个打,1
3843,打转,3
3844,转向,13
3845,转向灯,9
3846,右手,3
3847,开门,8
3848,周杰伦,5
3849,唱首歌,1
3850,首歌,1
3851,练习,9
3852,道路,2
3853,方向,38
3854,打回,1
3855,冲,8
3856,远,11
3857,垫子,1
3858,怼,6
3859,方向盘,27
3860,心态,20
3861,崩,9
3862,能开,7
3863,开到,3
3864,40,9
3865,不自,9
3866,自觉,1
3867,速度,20
3868,噗,13
3869,扣,38
3870,100,33
3871,路况,3
3872,座椅,8
3873,身高,1
3874,体型,3
3875,调,17
3876,提上,1
3877,提上去,1
3878,停车,13
3879,刮空,1
3880,空档,5
3881,老师傅,1
3882,低速,1
3883,高档,1
3884,档位,22
3885,四五,7
3886,四五十,2
3887,自动,37
3888,自动挡,28
3889,模拟考,15
3890,考学,1
3891,学员,10
3892,适当,4
3893,驶过,2
3894,低头,9
3895,一周,26
3896,高峰,1
3897,路口,15
3898,转头,1
3899,安全带,7
3900,炸,10
3901,直角,3
3902,转弯,8
3903,压线,3
3904,别扭,1
3905,三教,3
3906,睡觉,11
3907,一圈,1
3908,脾气,32
3909,嘿,4
3910,经常,22
3911,挡,20
3912,滑行,1
3913,后视,9
3914,后视镜,9
3915,各个,2
3916,稳住,1
3917,驾校,7
3918,离,18
3919,特别,31
3920,近,21
3921,熄火,21
3922,抖动,3
3923,动感,1
3924,科目,35
3925,最好,24
3926,细心,1
3927,顶,11
3928,它,25
3929,变回,1
3930,变回来,1
3931,座位,7
3932,小伙,28
3933,小伙子,20
3934,伙子,20
3935,面熟,1
3936,熟人,3
3937,放手,1
3938,手刹,2
3939,起步,51
3940,蹦,2
3941,越远,1
3942,好奇,10
3943,谁的车,1
3944,匹配,11
3945,豪,2
3946,拍戏,1
3947,后排,10
3948,看戏,1
3949,这边,12
3950,yyds,7
3951,杀手,22
3952,哔,4
3953,录像,1
3954,后座,7
3955,考驾照,8
3956,驾照,31
3957,降,18
3958,出去,26
3959,用到,2
3960,杠,5
3961,虚线,1
3962,能变,4
3963,两档,2
3964,200,11
3965,校车,2
3966,从未,2
3967,滕州,24
3968,前女友,3
3969,半天,7
3970,经,4
3971,复,4
3972,刻,1
3973,抚慰,1
3974,颗,2
3975,绝望,8
3976,昨天,3
3977,一把,7
3978,这车,3
3979,车辆,3
3980,胸口,3
3981,人工,6
3982,监考,3
3983,一百分,4
3984,左转,3
3985,左道,1
3986,右转,10
3987,右,4
3988,补考,5
3989,两次,8
3990,路线,7
3991,咱们,4
3992,接在,1
3993,自动档,3
3994,老实,8
3995,女司机,5
3996,司机,7
3997,胯,1
3998,不合,18
3999,合格,12
4000,弯,3
4001,拐,6
4002,23432,1
4003,意识,5
4004,马路,22
4005,熟悉,13
4006,大不大,1
4007,基本上,4
4008,交警,1
4009,警监,1
4010,一脚,5
4011,脚刹,3
4012,刹车,20
4013,四档,6
4014,结束,5
4015,退回,1
4016,三档,6
4017,浙江,6
4018,群小,2
4019,几次,11
4020,不调,1
4021,驾驶,3
4022,驾驶证,1
4023,刺激,9
4024,钥匙,1
4025,地上,4
4026,42,3
4027,31,3
4028,檔,1
4029,位,2
4030,優,1
4031,盤,1
4032,车况,1
4033,来车,2
4034,车流,1
4035,车流量,1
4036,流量,1
4037,最适,1
4038,合练,1
4039,冒烟,4
4040,练得,3
4041,差不多,21
4042,报,12
4043,挡位,1
4044,住处,1
4045,年,47
4046,驾,6
4047,龄,4
4048,变,28
4049,老乡,2
4050,新,20
4051,子表,5
4052,没学,4
4053,兄,2
4054,die,1
4055,上次,8
4056,1900,7
4057,吓到,6
4058,大道,5
4059,实习,22
4060,三次,5
4061,那里,7
4062,太细,2
4063,大脑,3
4064,放空,1
4065,没用,30
4066,训,3
4067,超车,11
4068,车速,2
4069,实线,13
4070,文文,1
4071,文文静静,1
4072,文静,1
4073,静静,1
4074,静静的,1
4075,女流,1
4076,66,3
4077,危险,13
4078,分不清,6
4079,分不清楚,2
4080,敢,22
4081,1965,1
4082,行人,3
4083,十五年,1
4084,五年,4
4085,眼熟,4
4086,空挡,6
4087,离合,17
4088,溜,8
4089,白线,2
4090,煎饼,1
4091,语音,4
4092,宁愿,4
4093,轻轻,1
4094,以,19
4095,基准,12
4096,记住,7
4097,切勿,1
4098,停顿,1
4099,回空,1
4100,松,2
4101,正中,1
4102,正中间,1
4103,三四,4
4104,薛城,4
4105,五档,2
4106,复习,1
4107,规范,1
4108,两回,1
4109,生来,6
4110,龟,2
4111,速,3
4112,血压,8
4113,方便,5
4114,试加,1
4115,再加,4
4116,设备,1
4117,识别,4
4118,减,2
4119,升,5
4120,第三次,1
4121,搞不清,1
4122,后来,13
4123,压实,1
4124,阿,83
4125,掉头,9
4126,头等,1
4127,分钟,16
4128,请出,1
4129,一期,7
4130,昨晚,2
4131,睡,61
4132,发网,1
4133,群,10
4134,嘲,1
4135,手压,1
4136,合理,6
4137,太水,1
4138,三回,1
4139,脑,5
4140,难为,3
4141,交,29
4142,几百,6
4143,路段,2
4144,公交,4
4145,公交车,3
4146,公交车站,1
4147,车站,1
4148,就是指,1
4149,指纹,1
4150,太浅,1
4151,四,10
4152,三发,1
4153,发着,1
4154,烧,1
4155,迷迷,1
4156,迷迷糊糊,1
4157,迷糊,1
4158,糊糊,1
4159,刚来,1
4160,请问,18
4161,换挡,6
4162,手上,2
4163,把手,2
4164,松开,1
4165,基础,5
4166,记不得,1
4167,模拟考试,7
4168,仔细,3
4169,僵硬,1
4170,害死,1
4171,电动,10
4172,电动车,10
4173,新手,4
4174,照考,2
4175,越好,9
4176,上路,15
4177,无可,8
4178,恋,10
4179,总,15
4180,犯,8
4181,摊,2
4182,学科,4
4183,死死,4
4184,死死的,4
4185,助力,1
4186,泵,2
4187,随时,5
4188,手臂,4
4189,最舒服,1
4190,单手,2
4191,盘子,1
4192,伸直,1
4193,实现,17
4194,不怕,19
4195,左手,3
4196,按着,3
4197,跳,9
4198,可怜兮兮,1
4199,兮兮,1
4200,趴,3
4201,盘上,2
4202,分来,3
4203,安全员,3
4204,嫌,4
4205,得劲,3
4206,邹城,2
4207,旁边,11
4208,俺,17
4209,城里,2
4210,路考,4
4211,得出,9
4212,公交站,1
4213,公交站点,1
4214,站点,2
4215,抱,16
4216,遇,3
4217,紧急情况,1
4218,急情,1
4219,打分,1
4220,一千多,2
4221,千多,4
4222,多份,1
4223,太严,4
4224,照,4
4225,定死,1
4226,慌乱,1
4227,拐弯,2
4228,市区,3
4229,鸣号,2
4230,罚款,2
4231,不计,2
4232,计分,1
4233,换人,2
4234,得当,2
4235,未,5
4236,系,5
4237,要到,3
4238,35,8
4239,不明,9
4240,左右手,1
4241,手快,1
4242,小幅,1
4243,小幅度,1
4244,幅度,1
4245,晃,4
4246,凑合,2
4247,要死,8
4248,减速,2
4249,盘,2
4250,油门,6
4251,过去,13
4252,熟,4
4253,四天,3
4254,脱档,1
4255,空,2
4256,暴躁,3
4257,还愿,4
4258,读书,10
4259,升档,4
4260,逐级,3
4261,姿势,4
4262,蛇形,1
4263,花圃,1
4264,轮,3
4265,玩法,1
4266,三秒,13
4267,被扣,1
4268,点过,3
4269,短腿,1
4270,够不着,1
4271,不着,3
4272,证,19
4273,瞟,2
4274,速度表,1
4275,录,6
4276,这次,4
4277,看点,2
4278,那天,1
4279,遇上,3
4280,上台,1
4281,台风,1
4282,风暴,2
4283,暴雨,1
4284,还过,1
4285,碰,5
4286,公开,10
4287,处刑,6
4288,公里,4
4289,表,28
4290,说不定,5
4291,不定,8
4292,没拿到,1
4293,拿到,14
4294,xswl,9
4295,动作,6
4296,出错,2
4297,绷着,1
4298,松油,1
4299,发动,3
4300,发动机,3
4301,动机,3
4302,机制,2
4303,制动,1
4304,上调,1
4305,先辈,1
4306,胳膊,1
4307,蜷,1
4308,过度,4
4309,手动挡,12
4310,舒展,1
4311,开好,1
4312,秒,14
4313,秋,20
4314,名山,1
4315,才能,14
4316,山东,10
4317,山东人,1
4318,怀里,1
4319,岂不是,1
4320,更紧,1
4321,车用,1
4322,荣,2
4323,威,2
4324,试用,7
4325,桑塔纳,1
4326,塔纳,1
4327,没回,2
4328,回档,1
4329,直跳,1
4330,挑三拣四,1
4331,优越,2
4332,优越感,2
4333,越感,2
4334,人均,7
4335,车神,2
4336,租,2
4337,辆,1
4338,开开,3
4339,笨,2
4340,握,1
4341,学会,26
4342,驾驭,3
4343,这辆,3
4344,辆车,5
4345,片,2
4346,标记,3
4347,提示,5
4348,服,6
4349,哥,51
4350,书呆,1
4351,书呆子,1
4352,呆子,1
4353,开车法,1
4354,鼻,3
4355,常客,1
4356,没心,3
4357,就算,22
4358,下降,3
4359,十分钟,2
4360,12,34
4361,挂空,2
4362,也好,8
4363,易成,1
4364,想开,3
4365,找死,4
4366,曲,1
4367,老家,4
4368,荷,1
4369,城市,15
4370,赶着,2
4371,投胎,1
4372,上三,2
4373,油,15
4374,老哥,7
4375,从没,2
4376,病友,1
4377,互相,5
4378,挂到,2
4379,过来,24
4380,不换,1
4381,冲到,2
4382,要不然,4
4383,定出,1
4384,侵犯,4
4385,肖像,2
4386,肖像权,2
4387,隐私,2
4388,乱说,4
4389,后边,2
4390,属实,3
4391,上镜,1
4392,貌似,2
4393,补,11
4394,熄,2
4395,提不,2
4396,太慢,2
4397,两遍,3
4398,记不住,6
4399,交叉,1
4400,枣庄,10
4401,分车,1
4402,及格,5
4403,凶,2
4404,训训,1
4405,练就,3
4406,刻意,1
4407,醉,5
4408,盘弄,1
4409,高干,1
4410,升挡,2
4411,允许,6
4412,跃,1
4413,一级,3
4414,降挡,1
4415,巧,5
4416,相反,3
4417,汽车,3
4418,变更,2
4419,左面,2
4420,过完,1
4421,路程,1
4422,个位,3
4423,菇,2
4424,凉,10
4425,东,22
4426,毛病,24
4427,顾及,4
4428,往,12
4429,高速,4
4430,那边,3
4431,录音,6
4432,自行,5
4433,自行车,3
4434,自行车道,1
4435,行车,3
4436,行车道,1
4437,发证,1
4438,下午,10
4439,取证,1
4440,考试内容,1
4441,二仙,3
4442,桥,4
4443,肠癌,1
4444,黏,1
4445,患者,6
4446,hhhh,10
4447,医生,48
4448,辛苦,330
4449,命中,2
4450,命中注定,1
4451,注定,1
4452,殊途,2
4453,殊途同归,2
4454,同归,2
4455,中医,5
4456,中医科,2
4457,医科,2
4458,脱敏,1
4459,下饭,2
4460,检验,29
4461,检验科,19
4462,勉强,1
4463,给你个,1
4464,(~,2
4465,_,19
4466,~;),2
4467,跟上,2
4468,上过,7
4469,肠梗阻,7
4470,梗阻,7
4471,手术,15
4472,这辈子,10
4473,再上,1
4474,好惨,8
4475,希望,39
4476,发明,2
4477,隔绝,1
4478,臭味,1
4479,口罩,11
4480,好读,1
4481,搬,8
4482,砖,7
4483,土木,8
4484,工地,12
4485,饭时,2
4486,打开,4
4487,金,26
4488,眼科,9
4489,银牙,2
4490,牙科,8
4491,苦辛,6
4492,太不容易,1
4493,高级,6
4494,掏,8
4495,大便,7
4496,只为,2
4497,派克,16
4498,莫名,4
4499,有味,9
4500,普外科,12
4501,外科,33
4502,外科医生,3
4503,急诊,15
4504,先向,1
4505,白衣,1
4506,白衣天使,1
4507,天使,2
4508,不敏,1
4509,励志,6
4510,康复,13
4511,康复科,11
4512,底端,11
4513,手里,6
4514,临床,7
4515,药学,3
4516,底,6
4517,光荣,2
4518,蛋糕,2
4519,八,11
4520,西医,2
4521,去年,10
4522,七千,2
4523,儿科,14
4524,兜底,1
4525,撇,2
4526,鼻炎,5
4527,常,8
4528,劝,9
4529,人学,7
4530,学医,7
4531,天打雷劈,3
4532,打雷,3
4533,雷劈,3
4534,[,19
4535,][,6
4536,滑稽,4
4537,],19
4538,最底层,4
4539,底层,28
4540,普,15
4541,外,16
4542,最高,8
4543,高大,2
4544,抹,4
4545,风油精,1
4546,两层,1
4547,朝阳,9
4548,朝阳医院,2
4549,医院,20
4550,院本,1
4551,本身,9
4552,鲍鱼,1
4553,鲍鱼之肆,1
4554,感官,1
4555,适应,4
4556,全科,1
4557,晕,5
4558,曾,19
4559,妇科,5
4560,肿瘤,1
4561,内科,5
4562,风格,4
4563,骨科,7
4564,伟大,3
4565,工伤,6
4566,上瘾,1
4567,妇产,2
4568,妇产科,2
4569,产科,5
4570,爽,9
4571,一边,9
4572,yue,9
4573,泌尿,1
4574,泌尿科,1
4575,上线,4
4576,抱住,1
4577,shi,2
4578,杖,1
4579,搓,2
4580,球儿,1
4581,丢,4
4582,救命,7
4583,陈年,1
4584,年老,1
4585,便,1
4586,处处,2
4587,洗,3
4588,肥肠,1
4589,114514,1
4590,儿科医生,1
4591,再见,11
4592,肠子,1
4593,一两,4
4594,两节,1
4595,器官,2
4596,芝兰,1
4597,芝兰之室,1
4598,久闻,1
4599,其,3
4600,麻醉,11
4601,麻醉科,7
4602,扩大,1
4603,大影,1
4604,影响,13
4605,改善,2
4606,善待,1
4607,改变,13
4608,嗅觉,2
4609,120,5
4610,消毒,1
4611,中心,2
4612,們,1
4613,為,1
4614,什,1
4615,麼,2
4616,鼻涕,1
4617,一段,12
4618,味道,13
4619,异物,1
4620,银,4
4621,红包,4
4622,医技,1
4623,科室,10
4624,连排,1
4625,排名,2
4626,不配,14
4627,升华,2
4628,眼儿,4
4629,嗝,10
4630,五金,1
4631,五金店,1
4632,金店,1
4633,截肢,1
4634,斧子,1
4635,凿子,1
4636,技术活,2
4637,活儿,2
4638,医疗,6
4639,医疗器械,1
4640,器械,1
4641,大手,2
4642,便宜,14
4643,二氧,1
4644,二氧化,1
4645,二氧化硫,1
4646,氧化,1
4647,氧化硫,1
4648,化硫,1
4649,辅助,6
4650,hahahahaha,2
4651,钢印,1
4652,心酸,6
4653,菊花,4
4654,实用,10
4655,拥有,3
4656,姓名,1
4657,急诊科,2
4658,要来,2
4659,放学,2
4660,腾,1
4661,命,9
4662,病理,3
4663,病理科,2
4664,理科,7
4665,阑尾,3
4666,阑尾炎,2
4667,几百块,1
4668,百块,2
4669,放射,4
4670,放射科,4
4671,精神,12
4672,精神科,5
4673,md,3
4674,分科,1
4675,庆幸,3
4676,口腔,5
4677,口腔科,4
4678,犹豫,2
4679,不吃,11
4680,皮肤科,1
4681,同行,5
4682,感动,7
4683,大夫,1
4684,克特,1
4685,核磁,1
4686,怎么样,16
4687,影像,4
4688,非盈利,2
4689,非盈利性,1
4690,盈利,4
4691,盈利性,1
4692,性质,2
4693,算钱,2
4694,全体,4
4695,起立,3
4696,麻木,4
4697,大四,3
4698,医学,5
4699,医学生,1
4700,总之,2
4701,上半,2
4702,上半身,2
4703,半身,2
4704,幸,7
4705,苦,12
4706,辉,25
4707,砍,4
4708,h,15
4709,谶,2
4710,行政,2
4711,鄙视,5
4712,无菌,1
4713,健康,31
4714,敬意,2
4715,传奇,1
4716,外壳,1
4717,优质,1
4718,精良,1
4719,普通外科,1
4720,劣质,1
4721,营养,5
4722,搭班,1
4723,初心,2
4724,敬礼,3
4725,抓去,1
4726,超声,2
4727,顶端,2
4728,内,20
4729,味,4
4730,胖,9
4731,贵在,1
4732,耗材,3
4733,医保,6
4734,加成,1
4735,就业,6
4736,耳鼻喉,2
4737,耳鼻喉科,1
4738,喉科,1
4739,报道,6
4740,床,1
4741,大娘,1
4742,急性,2
4743,骨,4
4744,创,1
4745,困,3
4746,消化,1
4747,难过,6
4748,药剂,5
4749,药剂科,5
4750,选,65
4751,带坏,1
4752,不全是,1
4753,肠道,1
4754,道术,1
4755,术前,1
4756,泻药,1
4757,耳科,1
4758,最惨,6
4759,药房,1
4760,cyberpunk,1
4761,不凡,1
4762,小心,19
4763,杀进,1
4764,杀进来,1
4765,传染,2
4766,传染科,1
4767,伴,1
4768,穿孔,1
4769,最低,10
4770,低端,4
4771,爸爸,6
4772,最全,1
4773,全面,8
4774,累,39
4775,最少,4
4776,预言,1
4777,枪,4
4778,匠人,1
4779,饱和,2
4780,支架,1
4781,批量,1
4782,采购,1
4783,总会,5
4784,一刀,1
4785,坑,23
4786,币,25
4787,别闹,3
4788,叭,4
4789,咦,2
4790,一语双关,1
4791,双关,1
4792,甚至,13
4793,链,4
4794,比拼,1
4795,裂开,5
4796,疲劳,2
4797,鸡眼,1
4798,首页,13
4799,通知书,7
4800,后进,1
4801,较轻,1
4802,轻松,7
4803,乳腺,4
4804,示好,1
4805,好累,4
4806,大方,1
4807,减压,1
4808,小儿,1
4809,小儿科,1
4810,小手,2
4811,十几台,1
4812,几台,1
4813,博士,2
4814,更新,2
4815,新鲜,1
4816,检验费,2
4817,生手,2
4818,不便,1
4819,一场,1
4820,两万多,1
4821,万多,4
4822,随机,3
4823,木匠,1
4824,男科,1
4825,♂,2
4826,媛,1
4827,狂喜,4
4828,奶,6
4829,心脏,12
4830,心脏科,2
4831,普遍,5
4832,脏乱,1
4833,护士,5
4834,至少,12
4835,法医,2
4836,医病,1
4837,病理学,1
4838,理学,3
4839,胸外科,2
4840,（ーー；）,1
4841,怨气,2
4842,最上,1
4843,(≧∇≦)/,1
4844,鸡汤,11
4845,下水,3
4846,学学,5
4847,生在,3
4848,当做,3
4849,医护,2
4850,医护人员,1
4851,护人,1
4852,联想,1
4853,打雪仗,1
4854,雪仗,1
4855,HHHHHHHHH,1
4856,一份,9
4857,尊重,6
4858,每份,1
4859,发光,2
4860,发热,1
4861,餐桌,1
4862,存放,1
4863,保,11
4864,妈妈,112
4865,一语中的,1
4866,稀缺,1
4867,缺人,5
4868,玩意儿,9
4869,肝胆,1
4870,鹅,14
4871,提成,3
4872,一条,13
4873,感染,2
4874,最穷,1
4875,没钱,11
4876,冬天,3
4877,一键,10
4878,三联,5
4879,西,16
4880,占,8
4881,了得,1
4882,好好笑,1
4883,认真,25
4884,矫正,4
4885,特殊,5
4886,情怀,3
4887,收拾,3
4888,痛苦,9
4889,牙医,3
4890,搅拌,1
4891,泡面,1
4892,压力,14
4893,敬佩,2
4894,？？？？、,1
4895,不怎么,8
4896,牙,5
4897,要人命,1
4898,慰劳,1
4899,摆,6
4900,脸色,2
4901,端的,4
4902,螺蛳,1
4903,针灸,1
4904,几百人,1
4905,百人,1
4906,过人,2
4907,一颗,4
4908,级,4
4909,秘而不宣,1
4910,心脏外科,2
4911,科比,1
4912,医学科,1
4913,治,2
4914,生化,3
4915,十八层,1
4916,十八层地,1
4917,八层,1
4918,地狱,4
4919,胜,1
4920,从小,10
4921,手术费,1
4922,薅,3
4923,羊毛,2
4924,hhhc,1
4925,化学,2
4926,降低,8
4927,降低成本,1
4928,低成本,1
4929,成本,17
4930,不用谢,1
4931,很瘦,2
4932,选对,2
4933,积攒,1
4934,手术室,1
4935,太常,2
4936,常见,5
4937,负担,2
4938,担不起,1
4939,心胸,1
4940,明天,26
4941,劝退,4
4942,医不好,1
4943,体系,3
4944,独立,11
4945,肚子,8
4946,区别,8
4947,手语,2
4948,manure,1
4949,平凡,1
4950,高中女生,1
4951,八斤,1
4952,付出,10
4953,回报,4
4954,韧带,1
4955,五万,2
4956,五万多,1
4957,说了算,2
4958,T,8
4959,金牙,1
4960,体力,2
4961,薄利,1
4962,薄利多销,1
4963,利多,1
4964,销,2
4965,qaq,1
4966,﹏,3
4967,脑外科,2
4968,没办,7
4969,办法,10
4970,杂,2
4971,无存,1
4972,抱抱,70
4973,化验,1
4974,化验室,1
4975,烧伤,1
4976,整形,1
4977,整形科,1
4978,：???,1
4979,学法,3
4980,千刀,1
4981,千刀万剐,1
4982,别介,1
4983,18,12
4984,层,5
4985,再往,1
4986,往下,2
4987,挖,7
4988,几十,13
4989,几十层,1
4990,十层,1
4991,通,2
4992,下水道,2
4993,水道,2
4994,牛奶,1
4995,值得尊敬,1
4996,尊敬,1
4997,人工关节,1
4998,关节,1
4999,板儿,1
5000,钉子,1
5001,3000,9
5002,woooo,1
5003,学到,58
5004,列居,9
5005,鼻孔,1
5006,3q,1
5007,斯,5
5008,国一,1
5009,ohhhhhhhh,2
5010,后写,1
5011,表头,2
5012,处决,1
5013,信息技术,1
5014,技术课,1
5015,oh,1
5016,快捷,3
5017,快捷键,1
5018,微机,1
5019,基本工资,4
5020,删了,1
5021,ctrl,3
5022,shift,1
5023,跨行,1
5024,一列,1
5025,并能,1
5026,牛皮,3
5027,慢慢,20
5028,插入,1
5029,赵,3
5030,瑶,2
5031,实发,1
5032,发工资,6
5033,总和,1
5034,学费,6
5035,想认,2
5036,姜,1
5037,初中,3
5038,中表,1
5039,表格,2
5040,朱,5
5041,颖,1
5042,跳楼,2
5043,原来如此,7
5044,如此,13
5045,眉,1
5046,页,2
5047,get,2
5048,身亡,1
5049,开玩笑,4
5050,玩笑,5
5051,好羡慕,3
5052,单元,1
5053,单元格,1
5054,只想去,1
5055,多谢,3
5056,好好看,9
5057,好好学,3
5058,好学,3
5059,IT,2
5060,发比,1
5061,长安,2
5062,中网,1
5063,夹,2
5064,菜叶,2
5065,保险,19
5066,保险柜,1
5067,大门,2
5068,雷,70
5069,啥子,2
5070,离不了,2
5071,太监,1
5072,250,2
5073,L,1
5074,低能,2
5075,低能儿,1
5076,腰疼,1
5077,原因,34
5078,开离,1
5079,证明,9
5080,修复,2
5081,复泳,1
5082,泳帽,1
