,弹幕
1,可比克太难吃了
2,让市场选择
3,有竞争是好的
4,这个策略早在美国的龙头食品公司已经成功了
5,东鹏特饮
6,穷人才是大多数
7,蜜雪冰城
8,巨大价格优势
9,高端健康又洋气
10,不添加防腐剂
11,派的概念很强
12,好丽友是韩国企业
13,明星选择
14,福建山寨策略背后
15,跟风之王
16,这就踩了，笑死玻璃心l
17,但就是喜欢达利园的
18,食品界腾讯
19,……原来可比克是他们家的
20,青梅绿茶讲道理可以
21,可比克跟乐视比也难吃
22,周杰伦也做过可比克广告吧
23,达利园蛋黄派各种出油看着就没食欲
24,飞利浦？
25,药神和模仿还是本质区别的
26,哇
27,豆本豆
28,wocao
29,味道差不多
30,不好吃啊
31,味道不太好 
32,经典认知为先，先入为主
33,哈哈哈也没毛病
34,确实厉害
35,tx：这东西我熟悉
36,食品不存在专利
37,也不一样吧，救命的药和解馋的零食能比吗
38,可比克！我心中的薯片王者~！
39,蛋黄派难吃，可比克还不错。我还以为可比克是进口的呐一直
40,王老吉，好大气噢⊙_⊙
41,这波和其正被王老吉加多宝按在地上锤了一顿
42,可比克真的难吃
43,史玉柱的打法在中国永不过时
44,马化腾的套路
45,可比克第一个代言人是陈冠希
46,多品牌策略联合利华和宝洁都是
47,好吃点挺好吃的
48,从农村包围城市啊！
49,食品届的腾讯
50,1999买不起小米了
51,主要还是做的好吃
52,农村包围城市，永远的神
53,奥，那不吃了
54,可比克在我小时候真的便宜又大包
55,但是还是好丽友的好吃
56,这个印象太深了，我小时候一开始吃的就是达利园的蛋黄派
57,好家伙 战略管理知乎内行
58,我看到了达利园广告的成功(῀( ˙᷄ỏ˙᷅ )῀)ᵒᵐᵍᵎᵎᵎ
59,蜜雪冰城我从不买奶茶，太淡了
60,说实话达利园蛋黄派虽然有点腻，但是确实比好丽友蛋黄派好吃，好丽友的我吃过一回就再也没买过
61,讲真这个是挺好吃的
62,当时不是应该喜欢上好佳吗比可比克好吃多了
63,可比克是厚的那种薯片小时候不喜欢
64,我记得是先有可比克的吧
65,它的蛋黄真的好难吃
66,啊可是我一直吃的都是好丽友蛋黄派 真的很好吃
67,和其正没有加多宝好喝
68,宝洁
69,可比克味道实在不如乐事
70,贵族主义
71,666
72,bgm是the xx的intro，和别的up有啥关系
73,这里面真有蛋黄？我是不信
74,喜欢可比克的蕃茄味
75,乐虎没用，公牛真提神
76,可比克薯片还不错
77,太干了，香精味也比较浓
78,好丽友很好吃但是贵啊
79,达利园很便宜啊
80,达利园有的也挺好吃的啊
81,好吃点是真的很好吃
82,？
83,华强北
84,和其正难喝，太苦了
85,邓老凉茶：唉世事难料
86,中国比较晚发展，抄袭这过程很正常
87,中国以山寨为荣，有钱赚就对了干嘛研发？
88,这个广告当年我不知怎么非常喜欢
89,青梅绿茶是真的好喝
90,那时候就觉得可比克不好吃
91,前面的老人上人了
92,东鹏特饮更便宜
93,你也许不知道奥利奥一开始也是抄袭的
94,你也许不知道奥利奥一开始也是抄袭，吵
95,和其叼有没有喝过
96,因为好吃
97,好丽友巧克力派挺好吃的啊
98,好丽友就之吃过传统那个巧克力的
99,这怎么能算山寨呢
100,我觉得王老吉比较好喝 
101,真就馆长和巫师的结合呗
102,可比克薯片贼难吃
103,但我真的喜欢可比克
104,东鹏特饮必须拥有名字
105,现在的自己再也无法直视喝了花生牛奶后吐出的舌头了
106,这个的确好吃
107,和其正我更喜欢耶
108,NB
109,握草  他是抄袭吗 我才知道
110,达利园的软面包超级超级好吃
111,企鹅系列
112,尼玛，要不是周杰伦，我吃个锤子的可比克
113,挺好笑，换你是老板你会不会这么做？
114,康师傅也不是好鸟，红烧牛肉面难吃的一逼，从来不吃
115,从来不吃达利园家的东西，都巨难吃
116,那东鹏特饮…
117,从来不吃这类产品，太腻了
118,马化腾直呼内行
119,达利园甜的齁咸
120,凉茶那还是王老吉好喝，不过和其正也还行
121,可比克好吃
122,本来就不知道乐事啊，我小学的时候那时候也就200几年，电视上都没有乐事的广告
123,达利园蛋黄派挺好吃的啊
124,可比克好难吃
125,科比可
126,啊这
127,哈哈哈哈哈哈哈哈，
128,加多宝
129,我超爱可比克
130,和其正好难喝
131,我小时候以为市场上只有可比克薯片
132,啊原来可比克薯片是后来的呀
133,学到了
134,确实
135,可达利园的好小啊
136,动感地带周杰伦。
137,不，代言人赢了
138,别吹了 康师傅早就有梅子绿茶了 比达利园早
139,可比克，网吧必备
140,我最讨厌吃蛋黄派了
141,BGM:intro-the xx
142,这个真没王老吉好喝
143,东鹏我们这边喝的多
144,可比克也是不好吃…
145,蛋黄派真的不好吃…
146,达利园太难吃了
147,但……确实好吃啊，不是吗？阿巴阿巴
148,可比克真的难吃
149,好和其正很久的吧。
150,一直觉得可比克难吃
151,我觉得好吃点好难吃
152,好丽友的蛋黄派不好吃
153,腾讯直呼内行
154,达利园就在我们区下面
155,达利园派硬的一批
156,食品从业人员工资和互联网医院
157,这不是核心科技，没问题
158,为什么不叫绿牛？哈哈
159,基因裂变，我山寨我自己
160,不 买乐虎主要是乐虎牛磺酸含量高
161,腾讯直呼内行
162,确实
163,可是达利园真的难吃
164,不，和其正真的没有王老吉好喝
165,青梅绿茶永远滴神，可比克永远滴难吃
166,周佳牌洗衣粉
167,腾讯直呼内行
168,他家软面包是真好吃
169,永别了牢笼！
170,我以为只有达利园是盗版，原来他们这么多偷了这么多
171,六亿里面有多少一毛钱不赚点大中小学生啊……
172,可比克早
173,不愧是福建
174,软面包好吃
175,国内滥用食品添加剂和植物奶油对孩子们身体健康会有很多影响
176,战马呢
177,好丽友不好吃
178,之前我超爱吃蛋黄派，达利园的没有好丽友的好吃
179,这个乐虎饮料到处都是
180,好吃点真的好吃！！！
181,实际上只要食材都一样，还是性价比更高的食品更好，而不是买品牌钱
182,惊现我老公
183,别臭不要脸，傻不傻，你买吃的不买性价比高的？你不买他能收益这么高？
184,好丽友好朋友
185,饿了
186,我一个福建人不知道和其正。。。
187,好吃点挺好吃的
188,原来这些都是达利的啊我才知道
189,达利园便宜啊
190,都是垃圾食品罢了
191,你们可以说你绝的难吃，而不是直接说难吃，这样显得你跟多么有品味似的其实不然
192,青梅绿茶是好喝的
193,战争之人
194,还原非原切薯片难吃的要死 都是拿浆做的薯片形状
195,那会加多宝用的王老吉的商标 后来被收回了
196,渠道王者
197,不便宜
198,太甜了不好吃
199,挖槽
200,挖槽
201,挖槽
202,我觉挺好的呀
203,可比克好吃啊，番茄最爱
204,我一直认为达利园的青梅绿茶最正宗
205,其实可比克挺好吃的
206,对不起  乐事比较香
207,像个屁，扯
208,好丽友巧克力派达利园的没法比，达利园不好吃
209,优秀
210,我可去你的吧
211,卧槽
212,哈哈哈哈哈哈哈
213,哈哈哈哈哈哈哈
214,哈哈哈哈哈哈哈
215,和其正喝过不好喝。
216,价格赢了呗。
217,食品界的南山腾
218,可比克难吃
219,从来没觉得是山寨啊
220,小时候没喝过和其正，老一辈的人一般都买绿色纸盒子的王老吉
221,可比克不是很好吃，没有乐事薯片那种土豆香
222,强
223,哈哈哈哈哈哈哈
224,零食能和药品比？
225,可比克腻死个人
226,可比克比乐事贵了
227,许晴那时候还是温暖、
228,乐乎现在搞CBA了
229,达利园yyds
230,福建的？我炫狗实名支持！
231,对不起，我只喝体质能量
232,好吃点是真不错
233,乐虎也可以啊，我经常买
234,可比克还可以啊
235,还可以
236,步步高直呼内行
237,蜜雪冰城有的好喝有的难喝死了
238,晕，我一直以为是一家
239,和其正是饮料，王老吉是凉茶，OK！
240,个哈哈哈哈
241,和其正真不错
242,童年经典
243,乐虎我是真的爱喝
244,偷换概念
245,偷换概念，创新仿制药品的差额，和创新仿制食品的差额能比吗？
246,以前不知道，萨德事件后好丽友等产品还是算了吧
247,寨寨
248,蛋黄派真的难吃
249,那都是当下吧
250,实话
251,上海没怎么加结果
252,穷人给了山寨土壤
253,但是达利园比好丽友好吃。。
254,我没喝过
255,加多宝
256,可比克味淡
257,好吃点？！
258,那个上面不是250ml吗
259,有几种我居然没吃过
260,可比克后来是不是还有吴克群代言
261,这小孩是千玺哈哈哈哈哈哈
262,农村包围城市
263,钱全花在营销上面了。
264,食品界的三星
265,和其正好喝啊
266,好家伙，依样画葫芦
267,在我记忆里我们这是先有的达利园蛋黄派，好丽友还是我看孔子动画片才知道的
268,哦懂了原来奥利奥与达利园全部都是山寨的
269,老虎啤酒是新加坡国民品牌
270,居然山寨暹罗的能量饮料
271,确实
272,超级难喝
273,对性价比
274,腾讯
275,六亿人中包括没有赚钱能力的未成年人
276,我马上去买两盒好丽友支持一下
277,这个不知道
278,我都知道，但是更喜欢乐事
279,口味相似？？个人觉得达利园的有点假甜，就是香精那种
280,只吃乐事
281,食品界卡卡西。
282,青梅绿茶太好喝了
283,达利园比好丽友好吃那位您的味觉怎么了
284,人均收入跟人均可支配收入意思不一样啊
285,BGM：nothing to fear
286,哈哈哈哈
287,宇智波花藤震惊
288,从来没有喝过乐虎
289,都挺好吃的
290,？？？？？？？
291,吃东西还管这个？
292,鹅厂也是这个模式
293,跟投也是一种智慧啊
294,难吃
295,和其正不好喝
296,我觉得好吃就好了 达利园的是真比好利友的蛋黄派好吃
297,确实
298,真的可以
299,加多宝辱烈士
300,可比克真是我吃过世界上最难吃的薯片
301,乐虎不错，效果强
302,加多宝
303,青梅绿茶相当好喝
304,软面包好吃
305,好丽友巧克力派是真挺好吃。
306,我山寨山寨产品
307,腾讯：我TM直呼内行
308,律师函警告doge
309,云南人只服子弟
310,加多宝：害怕极了
311,三大脏术
312,达利园好难吃
313,田园薯片永远的神
314,鸡蛋不能放在一个篮子里
315,可比克不好吃
316,腾讯直乎内行
317,卧槽，黑吃黑
318,有本事抄袭泡面
319,野区发育
320,大尼玛
321,陈道明警告
322,达利 呵呵 必须得达到利益
323,福建之光
324,太强了
325,可比克薯片不好吃
326,青梅绿茶不错
327,快乐每一刻，我的可比克
328,以前的王老吉就是加多宝！！
329,乐虎就和糖水一样，完全没效果
330,我以为豆本豆是日本牌子
331,确实中国穷人占大部分
332,难怪好丽友比较贵
333,难怪好丽友好丽友贵
334,难怪好丽友贵
335,难怪好丽友贵
336,达利园便宜啊难怪好利友GUI
337,不是先有可比克再有乐事?
338,玩不过资本家的
339,这个取同名 不可取奥，你可以搞个更烧的
340,主要是大厂，质量有保障
341,确实这是最简单省事的，而且你价格低消费者还没问题，但同行就很烦
342,如果达利园模仿其他公司的产品，那山寨就是完全照搬达利园了
343,讲道理良心是良心，虽然我不喝凉茶，但做生意这块你这和同行的价差不是恶心人么。。
344,对不起，在安全的前提下我就是偏心国产
345,品质和安全能得到保障的前提下我支持达利园
346,确实
347,确实我现在才知道他们是达利的
348,好家伙很稳啊
349,哈哈哈哈
350,但是可比克真的没那么好吃
351,不知道乐事的有多山区
352,达利园的东西都难吃 
353,软面包真的好吃
354,？？？
355,跟莆田系的行为如出一辙
356,只要安全，都是零食，无所谓
