,弹幕
1,寒假过后，我还是个弟弟
2,爱了
3,dictation有听力的意思
4,弟弟竟在我身边
5,我想静静
6,我想静静
7,好了 看到这里 我走了。。
8,不感兴趣。关闭！
9,这何止一小时
10,惊寒假结束了才看到
11,喜欢这个小肉手诶
12,小手好可爱
13,逆向法英语学习
14,买了苹果iPhone12 森海塞尔耳机 百利金M600 国誉的本 终于可以开始练习了
15,这不就是专四的考试内容吗
16,哈哈哈全篇空白
17,这个声音好像hanser
18,这笔的色系我几乎攒齐了
19,同款 点石 家的笔
20,我一句都写不出来怎么解
21,可是寒假刚过完才看到呢
22,应该对这玩意感兴趣，不然没用
23,算了我不配
24,很好，寒假刚结束
25,一听脑子就空了
26,主要是不知道啊
27,确实 考雅思的 念着念着 后面他吗说了什么
28,什么耳机
29,那没有一个感兴趣怎么办
30,好像听写也可以呀。
31,手机壳和我一样哈哈哈
32,那可能我大部分都是空白
33,枯了
34,本来就不是速记员。何况还是外语。太难了。记录中文都记不过来
35,听力现在的水平真的听不懂六级的了
36,臣妾做不到
37,很好，寒假快结束了，我刷到了这个视频
38,专八是弟弟
39,跟我听写的时候一模一样
40,听到dictation可以走了
41,学到了
42,跟不上怎么办
43,《只》
44,开始完形填空
45,斑马复古色
46,收藏比点赞多
47,寒假最后一天看到的我
48,up主同款手机壳
49,一天都搞不完
50,白纸
51,等我写完起码3小时了
52,垂死病中惊坐起，弟弟竟是我自己
53,零基础呢
54,dictation能是默写我把手机吃了
55,我得花一下午
56,尚雯婕学法语的办法！
57,只需要？
58,真棒我开学了
59,直接白卷
60,P站老用户了
61,对
62,出现晚了 听力考完了
63,泛听没完已经在睡觉了
64,《 只 需 要 》
65,单词都不会哈哈哈
66,我没有弟弟
67,一个小时不可能，估计一天
68,同款笔
69,?
70,同款衣服
71,最后发现，小丑是我自己
72,那我不得全空着
73,那我可能听不懂了……
74,可以手打吗
75,词汇量不过一千的人能听吗
76,爱了！！！
77,我这样做过 真的只要一小时不到
78,弟弟竟是我自己
79,不如直接听不出来的就写 
80,而且一句一句写 有些很容易的句子 还要写 就很麻烦
81,但是一篇新闻里有很多单词是专有名词 不需要掌握呀 听写就很浪费时间
82,我从小就不会这么做，我真的反应不过来拼写哈哈哈
83,原来做英语要试卷啊（doge）
84,都听不懂，不存在感不感兴趣
85,逆向法
86,字好看
87,只
88,一个小时都嫌多的一辈子也学不好习
89,up声音好好听
90,最后发现弟弟竟是我自己
91,谢谢up的方法
92,重要的前提：字也要好看。我觉得我看自己的字就放弃了
93,哈哈我现在寒假就完了
94,已经开学了，没有机会了
95,已经开学了
96,900n，同款耳机
97,衣服好评
98,95%都是空
99,我来试试
100,推荐abobo软件 可以直接停写
101,强烈推荐aboboo
102,明天开学哈哈哈哈哈哈哈哈哈嗝
103,这个恐怕不止一个小时吧
104,基础不行的建议听新概念二！！我高中听了一个寒假听力基本上就不错了
105,要是大致印象也没有怎么办
106,如果我知道大概讲什么，还有后续。。
107,白嫖
108,词汇量不允许
109,等我哈哈哈
110,直接去买一本专4听写不就可以了。
111,同款笔
112,你一个小时，我八个小时
113,牛批
114,这，以我的基础，得5年
115,怎么把up娶了
116,把up主娶了就可以了
117,不适合基础不行的哦
118,我想静静
119,dictation不是默写吗大草
120,静静地看着你
121,专八听写就是这样，给你扣个词
122,六级不考听力
123,雅思听力也是这么干的
124,没烦恼很幸福的衣服
125,一句也听不懂可怎么办
126,寒假最后一天才刷到
127,单纯对新闻不感兴趣
128,这种方法就散了吧
129,宋智鸣？？？？
130,救命，我只能听出几个单词
131,麻烦，纪录片关字幕，更香
132,一句听不懂怎么办
133,快开学了我才看到这个视频
134,专四专八也是弟弟
135,哭了
136,雅思王听力语料库
137,寒假最后一天才刷到的等等我
138,听着听着睡着了怎么办
139,雅思听力9
140,硬核求币
141,寒假最后一天才刷到的我。。。
142,只
143,"""一个小时"""
144,上岸
145,还有一天开学，我还有机会吗
146,这个界面在哪里打开
147,一小时？不可能，至少两小时以上
148,“一个小时”
149,我可能就是个白卷
150,已经困了
151,第一部就凉了
152,这个dictation说的... 好吧我划走了
153,好巧，今天高考听力刚出成绩
154,用雅思题会更香吧
155,下次一定
156,因为小学的时候一个字，写一好几张
157,什么是第三个步骤来着
158,要有词汇量的
159,对
160,我得整一天
161,这里估计就听不懂了
162,寒假结束了
163,最后一句绝了
164,吃灰吧
165,这不止一个小时，三个小时都有可能
166,《弟弟》
167,白卷怎么办？
168,如果完全不懂怎么办
169,3个小时
170,我单词都不会，我来看这个？
171,？
172,zheg这个时候我已经睡着了
173,200词，我听两个小时
174,dictation老师经常给我们讲
175,泛听和精听
176,dictation口述
177,先收藏
178,1小时？
179,她的意思是在座的各位都是弟中弟
180,但是寒假过去了
181,我还是从前那个弟弟，没有一丝丝改变
182,这听出来这些还要练？？？
183,声音太好听了
184,那我还是弟弟
185,我听完之后，还是一张白纸
186,一句都不懂
187,寒假快结束了
188,那我可能交白卷
189,我想静静
190,我是弟中弟
191,这个单词没认出来，是不是不用看了
192,我也是弟弟
193,up主用的什么耳机？
194,我就没听懂一句活
195,一个月都不一定够
196,我需要1个月
197,我想静静
198,我去……汉字的笔画我到底是怎么记住的
199,欢迎来到《假期找不到开学找得到那件事》
200,同款笔
201,一个小时不够啊
202,同款按动笔！
203,这个手机壁纸颜色有故事
204,大白墙出来了
205,初高中生就不用学了 这个是针对出国的
206,我想静静
207,细节三……
208,前面那个词汇量少的小姐姐或者小哥，建议先提升词汇量吧。
209,听不出来啊，555
210,我半个小时
211,字好小呀
212,4k美术
213,手跟不上听的
214,知道大致这一步就不可能
215,我们不考听力
216,适合高中吗
217,说是不让默写，但是脑子控制不住就会默写咋办
218,去我的收藏夹吃灰吧
219,我下载的app找不到这页呢
220,还是弟弟
221,看看这收藏量
222,我才是弟弟
223,棒
224,小学生推荐什么英语材料啊？
225,我的静静
226,哈哈哈
227,吃灰
228,专四就是这样的
229,专四就是这样的
230,确实
231,后悔现在才看见....快开学了
232,衣服倒是很诚实
233,词汇量少的一匹，怎么听
234,懂了，这就去买耳机。
235,好的我现在也就认得26个字母
236,从头空到尾怎么办？
237,我可能一句都写不出来
238,差远了，发音好好练练吧
239,真实
240,霸气加1
241,我想静静
242,我看了十来年美剧了，听力……还是看字母吧。
243,听三句就听不懂了！
244,我都不感兴趣
245,点这两下就很有灵魂了
246,放弃了
247,同款衣服
248,这就就有难度
249,这么说吧，我爱上你了，娶我回家吧
