,弹幕
1,国服翻译：鬼上身
2,兄弟  胳膊抬一下，瘾犯了
3,瞎眼吧
4,噶韭菜
5,只手遮天，你问过梦魇了吗？
6,《爹》
7,古惑仔？
8,？？
9,劲夫劲夫全场欢呼
10,古惑仔系列
11,原地起飞
12,giant pineapple
13,ccccc
14,。
15,。
16,大吃八方
17,王者之拉
18,黑咖喱（bushi）
19,叹为观止
20,showstop???别秀了？？？
21,他笑得让我也跟着笑
22,ohhhhhhhh
23,jinfu
24,完美谢幕
25,把头埋低
26,若不是你突然闯进我生活
27,接化发
28,难办？我瞧那就别办了
29,如影随形
30,全体起立！
31,乌鸦坐飞机
32,利刃华尔兹
33,cccccc
34,安安
35,probably not
36,呐啊
37,纳啊
38,收化运发！
39,不好意思  我猜到了  压轴之  利刃华尔兹！
40,夺舍？
41,鬼上身
42,这不是乱翻译嘛
43,卧 槽
44,散夜对剑
45,无情铁手，致残打击，大杀四方，西内
46,欧拉欧拉
47,我可没机会狐闹
48,旧版剑姬w就是反弹普攻
49,cccccccc
50,1
51,卧槽
52,？？？？
53,牵强的一批
54,看的清
55,多了去了
56,最喜欢 提莫的隐形的翅膀
57,1
58,斩钢闪
59,国服完美
60,1111
61,青钢影简直完美
62,夏洛特！
63,你这话伤人了拉亚斯特
64,第一次知道德莱文大招叫啥
65,天王老子来他也是劲夫
66,乌鸦坐飞机
67,乌鸦坐飞机
68,大咩！
69,四大名捕！！！
70,弹反
71,九龙冰室
72,古惑仔系列
73,只能让我想到cccccc
74,黑咖喱哈哈哈
75,古惑仔跑不掉了
76,葛雷府
77,哈哈哈哈哈哈哈哈哈哈
78,铜须寒光智者暗影步打得不错
79,劲夫出山
80,屈人之威！强手裂颅！蓄意轰拳！叹为观止！
81,你甚至都不叫我一声劲夫。
82,人在江湖，感觉不是很贴合英雄联盟的文化世界观
83,无情，铁手，冷血，追命
84,挡格
85,接化发
86,啊啊啊啊啊啊啊本命
87,名字就很不错
88,名字就很不错
89,卧槽
90,尬
91,尬
92,王者之拉什么东西
93,芜湖
94,抱抱摔
95,毒龙双刀一出就起飞
96,国服好
97,我认为还是烟雾弹号
98,1
99,《拉稀》
100,诺克萨斯大灶台
101,《顺便》
102,全场欢呼！
103,我可没时间狐闹
104,王者之拉
105,非法访问
106,somang
107,?
108,狂雷渐起 擂首一击 暴怒撕咬 霹天雳地 天声震落！
109,开始击剑
110,掠影步好听
111,uo做我老婆好不好
112,我先来，天声震落！
113,前边两个台服好这个国服好
114,劲夫劲夫，全场欢呼
115,无停舔狗
116,咋不说说金克斯的超究极死神飞弹
117,你听说过夜叉行的故事吗?
118,卧槽
119,cod14-附带伤害
120,让我访问
121,无情铁手冷血追命是四大名捕
122,probably not
123,古惑仔啊，哈哈哈
124,其实追命年纪最大，但奈何人家排行老三
125,dota
126,刀反
127,逆转反击
128,前进喷泉
129,丑不拉几，加里奥
130,飞天大草！
131,站大街！
132,无情舔嫂
133,呐啊！
134,轰灰
135,wwe里好像经常听到这个词
136,。。真就全古惑仔
137,肉蛋葱鸡
138,肉弹冲击
139,全体起立
140,翻全体起立
141,哇~阿亮！
142,牛皮
143,牛批
144,1
145,真就古惑仔呗
