,弹幕
1,时期来了，时期来了
2,大姨妈
3,学废了
4,美剧里经常看到period
5,礼貌说法
6,只知道一个period
7,前面说举报不喜欢踩的，行了消停会吧 大家都知道你是小丑了
8,Period
9,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
10,无耻之徒美剧里面有
11,我以为period已经是礼貌说法了。。。。。参考bleeding blood.
12,wow.....
13,那不是翻译“时候，时期”吗
14,。。。
15,之前冲浪时候经常用这句回复“not surfing today?”
16,学会啦～                                          
17,学会啦～                 
18,破产姐妹里面有，哈哈哈哈
19,Joey说过，哈哈哈
20,in my vagina
21,原來英文也叫大姨媽啊哈哈哈
22,学废了
23,Aunt Irma
24,Perioed or month thing
25,学废了！！！
26,period
27,Period
28,学废了
29,blood dragon
30,我就觉得她是吸血鬼
31,长得有点像祖国人
32,我知道，period
33,period
34,period
35,不是period吗
36,MILF in dat House 
37,开幕雷击
38,menstruation
39,应该是big aunt
40,血腥玛丽红红火火恍恍惚惚
41,aunt flow哈哈哈哈
42,没有学会，真的觉得英语好难
43,aunt erma
44,《polite》
45,period
46,就是中文 例假
47,bloody mary 
48,经期
49,哈哈哈哈哈
50,例假
51,moon pass
52,menstrual cycle?
53,Hilarious
54,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
55,天啊血腥玛丽不是个鸡尾酒吗
56,小时候都说 moon come
57,big aunt
58,period？
59,聽馬斯瑞說過how to say 是chinglish??
60,血腥玛丽
61,大姨妈就是英语里翻译过来的
62,大姨妈
63,我们老师补充过这个意思hh
64,big anti
65,没有哦
66,每月的血液
67,从来没听过这种用法哈哈哈哈哈
68,哈哈哈哈哈
69,«一 段 时 间》
70,哈哈哈哈哈
71,黄字是初中生吧....
72,period
73,来跟我读:period
74,peroid
75,顶端黄字就别拿你这半桶水杠了吧。。。
76,有意思，教外国人说英语
77,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
78,？？楼上是初中生？period不同语境意思不同啊
79,period呀
80,两行黄字的可以闭嘴了，英语单词通常不止一个意思
81,哈哈哈哈
82,period？
83,英文里原来也叫姨妈哈哈哈
84,哕镜
85,blood Mary哈哈哈
86,震惊
87,period
88,period
89,哈哈哈哈哈哈哈哈
90,period
91,哈哈哈哈哈哈哈
92,大姨妈……
93,Are you OK？我dna动了
94,原来英文也有“大姨妈”
95,你为什么知道我这段时间来月经？大数据？给我出来挨打
96,正在經期的我來學習了
97,哈哈哈哈哈哈哈
98,六上科学书里有
99,get period
100,Period
101,无姓之人nobody电影里就认识了
102,学会啦~
103,period
104,还整就有Aunt的事
105,Aunt: Got it. Not coming next time. (???
106,dont hate
107,窗外的景好美
108,尴尬
109,per
110,声音好像破产姐妹的卡洛琳
111,原来英语也和我们一样用别的词代指月经
112,大姨妈是英语传过来的？
113,最后那个爱心太可了
114,period
115,左边就有个发光的period 哈哈哈哈
116,period
117,哈哈哈哈哈哈哈哈
118,窗外景色好美
