,弹幕
1,雅思4.5-5分
2,不是整天都在做，一个月做出没毛病，光后期细节处理就很费时
3,弹幕好酸啊
4,不好看
5,？？？
6,奈何本人没文化，一句卧槽走天下
7,我靠，光顾着欣赏了连弹幕都没了
8,这脸有点尬
9,一千的活。。。
10,就这……
11,我想学呜呜(┯_┯)
12,看评论
13,弹幕护体
14,有点丑
15,好喜欢，我也想学做这个
16,？？
17,某讯直呼内行
18,网格袜显得怪怪的
19,恐怖谷都没跨过去
20,有点像艾达王
21,？
22,原来电脑建模也是捏出来的?
23,耶，秀姐姐
24,画皮
25,厉害啊
26,ntr
27,這臉
28,不像原话
29,？
30,这不是cf的兰？
31,剑网三素材库哈哈哈哈
32,我覺得不行
33,面做得不好.jpg
34,你配吗
35,这个鞋和脚认真的？
36,？
37,牛逼
38,弹幕怎么那么多话呢 人家买就买了 你老实点看不行么
39,就这？
40,不好看
41,都尼玛阴阳怪气的，你行你做一个！
42,直接入职手续办好了
43,你这是打算应聘西山居？
44,有点土
45,？
46,技术还行，审美不行
47,不信谣不传谣
48,虽然没有标题说的那么夸张，但也挺好看
49,我还以为是做了个手办（）
50,前面的别吹了
51,？害怕
52,？
53,嗜血印？
54,老婆被卖了
55,好家伙，这不是秀姐吗？
56,？
57,弄点鼻毛
58,真就剑网三素材库
59,这
60,哇，秀秀帽子
61,好看是好看但是还有些地方不够细致
62,皮肤上面好粗糙，认真看的话
63,懂了这就去学建模愉悦自己
64,你家做人物是直接上造型的，动画师怕是要跳脚
65,看弹幕一群啥都不懂的s.大呼小叫的样子真好笑
66,哇靠
67,？
68,下巴太尖了吧
69,爆肝
70,太强了
71,哇，秀秀
72,哈哈哈哈哈看到脸有点惊讶
73,上次那个漂亮多了
74,有才
75,有才
76,红粉骷髅罢了
77,大佬
78,牛逼了
79,未烬秀姐校服
80,帮我留个后门
81,渔网袜？红色的
