,弹幕
1,夺笋
2,徽商烟打钱
3,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
4,鲶鱼:好几天没被举报了
5,天天喝酒
6,.
7,懂了哈哈哈哈哈
8,麦丽素
9,玩我弟弟
10,好家伙 这盒商徽也一百多块钱了
11,m
12,鹅卵石
13,妈耶
14,完犊子
15,啤酒那还行
16,完犊子
17,农夫山泉可还行
18,啤的而已
19,哈哈哈哈哈
20,哈哈哈
21,完犊子
22,三途剧报
23,完犊子啊
24,哈哈哈哈哈
25,完犊子
26,完犊子
27,哈哈哈
28,雪碧
29,哈哈哈哈
30,妈耶~
31,祖安鉴宝师
32,哈哈哈哈哈哈哈哈
33,籽料
34,完犊子
35,举报了
36,厉害了
37,这嘴真是
38,宝友哈哈哈哈
39,牛啊，混着来
40,玩鹅卵石
41,这手机古董啊
42,??
43,哈哈哈哈哈哈哈
44,犊子
45,宝友这可不行戴呀
46,这人是狗！
47,这可不兴戴呐
48,完犊子
49,完犊子
50,啊这哈哈哈哈
51,咋回事哈哈哈哈
52,哈哈哈哈哈哈哈
53,山东人真不差
54,鹅卵石
55,还带灌酒的
56,哈哈哈哈
57,太懂了哈哈哈
58,哈哈哈哈咳咳
59,东方树叶
60,哈哈哈哈哈
61,喝出事就担责任
62,哈哈哈哈哈哈哈
63,emmm目前为止我遇到的山东人酒量比不过我（甘肃）
64,封面真像黑手哥
65,完犊子
66,哈哈哈哈哈哈哈哈哈哈哈哈
67,这不兴戴啊，宝友
68,这得一包麦丽素
69,完犊子
70,啤酒干2两，就这还nb？
71,大鲢鱼
72,天天开心
73,哈哈哈哈
74,老师三天没被举报了
75,河磨玉
76,哈哈哈哈哈哈哈哈哈哈哈哈好
77,夺笋哪
78,哈哈哈哈哈哈
79,哈哈哈哈哈哈哈哈哈哈哈
80,哈哈哈哈哈哈东方树叶好评
81,这有点过分了吧这
82,哈哈哈哈哈哈哈哈
83,夺笋哪
84,哈哈哈
85,哈哈哈哈
86,三天没举报了
